name,artists,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,formatted_date,tempo_category,duration_category
Mack the Knife,['Louis Armstrong'],201893.0,0.295,0.493,0.4,0.0,0.219,-15.175,0.165,178.137,0.699,1,0,17,0,1928-01-01,presto,medium
Body and Soul,['Benny Goodman Trio'],205400.0,0.994,0.724,0.25,0.915,0.158,-12.122,0.0352,96.862,0.549,0,10,11,0,1928-01-01,moderato,medium
No One Else But You,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",200333.0,0.974,0.531,0.319,0.0244,0.275,-10.174,0.12,191.732,0.837,1,3,8,0,1928-01-01,presto,medium
Old Dog Blue - 2020 Remaster,['Jim Jackson'],184398.0,0.972,0.528,0.134,0.0,0.258,-16.706,0.0712,113.485,0.33,1,0,8,0,1928-01-01,moderato,medium
Heah Me Talkin' To Ya?,['Louis Armstrong & His Savoy Ballroom Five'],196000.0,0.859,0.645,0.408,0.426,0.107,-10.311,0.174,200.204,0.885,1,10,8,0,1928-01-01,presto,medium
King Porter Stomp,['Benny Goodman'],172893.0,0.933,0.606,0.827,0.898,0.935,-9.035,0.174,118.9,0.627,1,1,11,0,1928-01-01,moderato,short
Air Mail Special (Good Enough to Keep) (feat. Benny Goodman & Charlie Christian),"['Benny Goodman Sextet', 'Benny Goodman', 'Charlie Christian']",200867.0,0.893,0.809,0.485,0.755,0.0899,-9.615,0.0375,115.533,0.874,1,5,10,0,1928-01-01,moderato,medium
You Turned The Tables On Me (with Helen Ward),"['Benny Goodman', 'Helen Ward']",170427.0,0.967,0.488,0.382,0.149,0.973,-10.347,0.0392,115.336,0.492,1,10,10,0,1928-01-01,moderato,short
Two Deuces,['Louis Armstrong & His Hot Five'],176360.0,0.942,0.703,0.228,0.213,0.0632,-11.584,0.112,84.776,0.453,1,5,8,0,1928-01-01,lento,short
Skip the Gutter,['Louis Armstrong & His Hot Five'],187307.0,0.944,0.682,0.196,0.69,0.107,-13.627,0.0796,122.62,0.569,1,3,8,0,1928-01-01,presto,medium
Goodbye,['Benny Goodman'],170133.0,0.984,0.223,0.332,0.853,0.946,-9.581,0.043,62.153,0.0383,1,4,9,0,1928-01-01,lento,short
Don't Jive Me,['Louis Armstrong & His Hot Five'],167133.0,0.926,0.616,0.391,0.808,0.172,-10.491,0.0787,176.146,0.934,1,10,8,0,1928-01-01,presto,short
Benny Rides Again,['Benny Goodman'],283267.0,0.916,0.539,0.392,0.185,0.193,-9.886,0.0924,151.354,0.488,0,10,11,0,1928-01-01,presto,medium
Weather Bird (Rag),"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",161200.0,0.992,0.82,0.252,0.931,0.124,-10.823,0.116,104.488,0.886,1,8,7,0,1928-01-01,moderato,short
Sugar Foot Strut,['Louis Armstrong & His Hot Five'],199267.0,0.96,0.615,0.381,0.0912,0.0899,-10.904,0.411,182.841,0.885,1,3,7,0,1928-01-01,presto,medium
Savoyagers' Stomp,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",188533.0,0.993,0.741,0.15,0.892,0.182,-16.104,0.131,127.988,0.671,1,8,4,0,1928-01-01,presto,medium
"Save It, Pretty Mama","['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",194507.0,0.839,0.582,0.177,1.92E-4,0.161,-15.107,0.0784,109.123,0.596,1,0,7,0,1928-01-01,moderato,medium
"No (Papa, No)",['Louis Armstrong & His Savoy Ballroom Five'],171533.0,0.863,0.821,0.283,0.818,0.0745,-11.638,0.0568,107.663,0.679,1,3,8,0,1928-01-01,moderato,short
Flying Home,['Benny Goodman Sextet'],196907.0,0.967,0.786,0.41,0.728,0.0956,-9.875,0.0403,81.403,0.724,0,0,10,0,1928-01-01,lento,medium
"Chopin: Nocturne No. 18 in E Major, Op. 62 No. 2","['Frédéric Chopin', 'Arthur Rubinstein']",301920.0,0.988,0.301,0.0849,0.908,0.221,-18.984,0.0394,84.455,0.105,0,1,7,0,1928-01-01,lento,long
Heah Me Talkin' To Ya?,['Louis Armstrong & His Savoy Ballroom Five'],201307.0,0.991,0.736,0.284,0.875,0.615,-14.431,0.109,97.153,0.531,1,7,6,0,1928-01-01,moderato,medium
Basin Street Blues,['Louis Armstrong & His Hot Five'],193440.0,0.99,0.569,0.122,0.516,0.366,-12.82,0.0475,108.916,0.408,1,10,6,0,1928-01-01,moderato,medium
Symphonic Raps,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",189827.0,0.993,0.796,0.341,0.924,0.147,-14.506,0.0982,115.866,0.927,1,5,8,0,1928-01-01,moderato,medium
"Chopin: Nocturne No. 19 in E Minor, Op. Posth. 72 No. 1","['Frédéric Chopin', 'Arthur Rubinstein']",246640.0,0.988,0.265,0.0319,0.931,0.19,-21.779,0.0406,70.591,0.19,1,11,8,0,1928-01-01,lento,medium
"Chopin: Nocturne No. 17 in B Major, Op. 62 No. 1","['Frédéric Chopin', 'Arthur Rubinstein']",369560.0,0.992,0.325,0.0308,0.933,0.101,-22.827,0.0428,58.515,0.115,1,11,8,0,1928-01-01,lento,long
Don't Be That Way - Live,['Benny Goodman Big Band'],258933.0,0.981,0.421,0.529,0.859,0.739,-10.645,0.0525,166.841,0.409,1,0,10,0,1928-01-01,presto,medium
When It's Sleepy Time Down South - Live,['Louis Armstrong'],203827.0,0.926,0.482,0.127,3.66E-4,0.661,-16.145,0.0454,67.099,0.249,1,1,9,0,1928-01-01,lento,medium
Chicago Breakdown,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",203267.0,0.993,0.58,0.281,0.876,0.292,-13.078,0.291,167.104,0.681,1,2,6,0,1928-01-01,presto,medium
"Ballade No. 1 in G Minor, Op. 23","['Frédéric Chopin', 'Vladimir Horowitz']",531320.0,0.988,0.297,0.162,0.873,0.718,-19.669,0.0417,78.426,0.086,0,7,11,0,1928-01-01,lento,long
Body and Soul,['Louis Armstrong'],196240.0,0.984,0.558,0.195,0.024,0.155,-15.156,0.0737,114.108,0.506,1,3,8,0,1928-01-01,moderato,medium
"How Long, How Long Blues",['Leroy Carr'],183573.0,0.953,0.631,0.251,1.51E-5,0.118,-12.264,0.0487,85.463,0.448,1,3,5,0,1928-01-01,lento,medium
"\"You Are Love - from \"\"Show Boat\"\"\"","['John Raitt', 'Barbara Cook']",274533.0,0.962,0.152,0.25,0.00236,0.0928,-12.335,0.0366,77.234,0.0761,1,5,4,0,1928-01-01,lento,medium
Can't Help Lovin' Dat Man,"['Anita Darian', 'Louise Parker', 'The Merrill Staton Choir']",232467.0,0.956,0.415,0.296,2.6E-6,0.0795,-10.431,0.0334,120.34,0.334,1,3,5,0,1928-01-01,presto,medium
Mack the Knife,['Louis Armstrong'],201467.0,0.586,0.673,0.377,0.0,0.332,-14.141,0.0697,88.973,0.713,1,0,50,0,1929-01-01,lento,medium
I Can't Believe That You're In Love With Me,['Louis Armstrong'],183960.0,0.931,0.579,0.203,0.00274,0.0787,-12.631,0.0745,157.885,0.766,1,0,36,0,1929-01-01,presto,medium
Stardust,['Louis Armstrong'],213747.0,0.969,0.613,0.299,0.513,0.051,-11.0,0.0542,122.288,0.761,1,1,15,0,1929-01-01,presto,medium
All Of Me,['Louis Armstrong'],174960.0,0.922,0.565,0.281,0.448,0.0897,-12.333,0.0403,138.351,0.733,0,0,17,0,1929-01-01,presto,short
When The Levee Breaks,['Memphis Minnie & Kansas Joe'],188693.0,0.98,0.704,0.281,0.161,0.103,-10.623,0.0399,96.666,0.478,0,7,11,0,1929-01-01,moderato,medium
I've Got The World On A String,['Louis Armstrong'],195200.0,0.985,0.532,0.135,0.0457,0.418,-13.929,0.0438,129.605,0.37,1,5,12,0,1929-01-01,presto,medium
Memories Of You,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],192053.0,0.992,0.563,0.145,0.1,0.104,-14.257,0.0514,107.343,0.236,1,3,11,0,1929-01-01,moderato,medium
Blues Everywhere,['Memphis Minnie'],169360.0,0.995,0.773,0.276,3.69E-5,0.192,-10.834,0.0441,107.298,0.788,1,10,8,0,1929-01-01,moderato,short
Body and Soul,['Louis Armstrong'],196453.0,0.982,0.553,0.202,0.0342,0.152,-15.17,0.0923,111.582,0.458,1,3,10,0,1929-01-01,moderato,medium
On The Sunny Side Of The Street - Live,['Louis Armstrong'],210787.0,0.383,0.614,0.363,1.39E-6,0.964,-11.049,0.0541,120.855,0.65,1,0,10,0,1929-01-01,presto,medium
When Your Lover Has Gone,['Louis Armstrong'],184787.0,0.966,0.45,0.242,0.0673,0.229,-11.483,0.0418,120.255,0.473,0,7,10,0,1929-01-01,presto,medium
Fashion Plate Daddy,['Memphis Minnie'],177667.0,0.934,0.767,0.41,1.13E-4,0.116,-10.3,0.0738,87.67,0.625,1,11,7,0,1929-01-01,lento,short
Lazy River,['Louis Armstrong'],183467.0,0.959,0.549,0.308,0.0163,0.114,-9.631,0.0647,101.471,0.497,0,4,10,0,1929-01-01,moderato,medium
I Can't Give You Anything But Love,['Louis Armstrong & His Savoy Ballroom Five'],213200.0,0.948,0.64,0.118,0.461,0.082,-13.141,0.0743,107.711,0.621,1,7,11,0,1929-01-01,moderato,medium
Wake Up Jacob - 2020 Remaster,"\"[\"\"Prince Albert Hunt's Texas Ramblers\"\"]\"",175491.0,0.975,0.473,0.366,0.085,0.37,-10.968,0.035,131.434,0.8,1,2,4,0,1929-01-01,presto,short
I'd Rather See Him Dead,['Memphis Minnie'],167040.0,0.992,0.795,0.276,0.00242,0.117,-8.04,0.0465,103.003,0.799,1,10,6,0,1929-01-01,moderato,short
Rockin' Chair - Live,['Louis Armstrong'],284840.0,0.848,0.548,0.0708,0.0,0.481,-19.893,0.115,132.567,0.341,1,1,9,0,1929-01-01,presto,medium
Killer Diller Blues,['Memphis Minnie'],149293.0,0.795,0.802,0.491,7.8E-4,0.183,-10.108,0.0518,135.375,0.938,1,5,3,0,1929-01-01,presto,short
Joliet Bound,['Memphis Minnie'],186027.0,0.995,0.747,0.159,0.0192,0.11,-11.619,0.0527,111.935,0.361,1,1,2,0,1929-01-01,moderato,medium
"Concerto for Piano and Orchestra No. 2 in C Minor, Op. 18: I. Moderato - Piu vivo - Maestoso - Moderato","['Sergei Rachmaninoff', 'Leopold Stokowski']",585293.0,0.97,0.226,0.0756,0.873,0.262,-22.419,0.0349,75.11,0.0859,0,0,5,0,1929-01-01,lento,long
He's In the Ring (Doin' the Same Old Thing),['Memphis Minnie'],187093.0,0.989,0.625,0.199,6.0E-4,0.176,-7.664,0.051,96.085,0.467,1,0,7,0,1929-01-01,moderato,medium
Joe Louis Strut,['Memphis Minnie'],168533.0,0.991,0.768,0.419,0.723,0.416,-10.36,0.0396,118.731,0.967,1,6,4,0,1929-01-01,moderato,short
Has Anyone Seen My Man?,['Memphis Minnie'],163400.0,0.968,0.852,0.251,4.38E-5,0.142,-9.615,0.0472,111.633,0.658,1,10,5,0,1929-01-01,moderato,short
Часть 70.2 & Часть 71.1 - Прощай оружие,['Эрнест Хемингуэй'],284853.0,0.404,0.693,0.177,0.0,0.446,-20.185,0.868,100.997,0.78,1,7,0,1,1929-01-01,moderato,medium
Часть 81.4 & Часть 82.1 - Прощай оружие,['Эрнест Хемингуэй'],97140.0,0.313,0.722,0.226,0.0,0.437,-19.923,0.914,115.741,0.624,1,7,0,1,1929-01-01,moderato,short
Rumoreando - Remasterizado,"['Francisco Canaro', 'Charlo']",185000.0,0.993,0.665,0.132,0.034,0.139,-12.762,0.0612,116.389,0.531,1,2,0,0,1929-11-06,moderato,medium
Часть 48.2 & Часть 49.1 - Прощай оружие,['Эрнест Хемингуэй'],377066.0,0.385,0.646,0.236,0.0,0.378,-17.929,0.921,81.726,0.741,0,10,0,1,1929-01-01,lento,long
No Me Abandones - Remasterizado,['Ignacio Corsini'],164973.0,0.995,0.347,0.288,0.906,0.171,-19.269,0.0343,64.835,0.73,1,7,0,0,1929-06-19,lento,short
Часть 84.2 - Прощай оружие,['Эрнест Хемингуэй'],117200.0,0.271,0.718,0.187,0.0,0.52,-21.856,0.856,126.444,0.587,1,0,0,1,1929-01-01,presto,short
Часть 8.3 - На Западном фронте без перемен,['Эрих Мария Ремарк'],103174.0,0.0159,0.77,0.318,0.0,0.0424,-18.256,0.927,83.415,0.423,1,0,0,1,1929-01-01,lento,short
La Sérénade Du Pavé,['Eugénie Buffet'],189057.0,0.889,0.596,0.241,0.0,0.0512,-12.793,0.0482,109.681,0.739,1,9,0,0,1929-01-01,moderato,medium
Часть 30.2 - На Западном фронте без перемен,['Эрих Мария Ремарк'],175800.0,0.0587,0.724,0.293,0.0,0.337,-17.416,0.854,121.603,0.59,1,1,0,1,1929-01-01,presto,short
Часть 82.4 & Часть 83.1 - Прощай оружие,['Эрнест Хемингуэй'],144124.0,0.12,0.634,0.235,0.0,0.432,-22.768,0.912,83.409,0.507,1,7,0,1,1929-01-01,lento,short
"Der Rosenkavalier, Op. 59, TrV 227: Hab mir's gelobt","['Richard Strauss', 'Elisabeth Ohms', 'Adele Kern', 'Elfriede Marherr', 'Unknown Orchestra', 'Julius Pruwer']",270088.0,0.97,0.16,0.34,0.288,0.114,-12.709,0.0408,83.029,0.0739,1,1,1,0,1929-01-01,lento,medium
Lakkhi Hara Kadechhe Kara,['K.C.Dey'],181093.0,0.988,0.37,0.258,1.47E-6,0.257,-14.449,0.0351,84.137,0.371,1,2,0,0,1929-12-31,lento,medium
Llegó la Lancha - Remasterizado,"['Francisco Canaro', 'Antonio Buglione']",187507.0,0.992,0.693,0.109,0.111,0.198,-15.446,0.191,114.633,0.515,1,5,0,0,1929-10-22,moderato,medium
De a Traicion,"['Francisco Canaro', 'Charlo']",168347.0,0.996,0.743,0.159,0.281,0.15,-14.196,0.129,121.057,0.822,1,7,0,0,1929-01-01,presto,short
Sos Más Loca Que un Bagual - Instrumental (Remasterizado),['Francisco Canaro'],160907.0,0.992,0.606,0.332,0.839,0.169,-15.344,0.361,165.564,0.964,1,5,0,0,1929-10-15,presto,short
Se va la muchachada - Instrumental (Remasterizado),"['Francisco Canaro', 'Charlo']",159000.0,0.985,0.696,0.321,0.821,0.114,-7.065,0.089,118.423,0.819,0,0,0,0,1929-10-22,moderato,short
Часть 111.4 & Часть 112.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],99438.0,0.0225,0.732,0.198,0.0,0.271,-19.955,0.91,95.914,0.855,0,11,0,1,1929-01-01,moderato,short
Часть 114.2 - На Западном фронте без перемен,['Эрих Мария Ремарк'],167000.0,0.00432,0.631,0.258,0.0,0.341,-18.978,0.958,169.491,0.563,1,9,0,1,1929-01-01,presto,short
La Canción de Vidalita - Remasterizado,"['Francisco Canaro', 'Charlo']",179000.0,0.995,0.625,0.155,0.766,0.115,-14.572,0.0586,118.967,0.725,1,7,0,0,1929-10-22,moderato,short
Часть 60.4 & Часть 61.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],97366.0,0.0495,0.707,0.254,0.0,0.342,-17.282,0.949,87.606,0.613,1,5,0,1,1929-01-01,lento,short
Часть 104.3 - На Западном фронте без перемен,['Эрих Мария Ремарк'],108500.0,0.0192,0.718,0.171,0.0,0.329,-22.018,0.931,117.167,0.656,1,9,0,1,1929-01-01,moderato,short
Часть 61.3 - На Западном фронте без перемен,['Эрих Мария Ремарк'],95800.0,0.0209,0.722,0.254,0.0,0.119,-19.596,0.952,96.094,0.591,1,0,0,1,1929-01-01,moderato,short
Noches de Carnaval - Instrumental (Remasterizado),['Francisco Canaro'],187000.0,0.986,0.722,0.174,0.0014,0.112,-13.415,0.136,120.306,0.729,0,7,0,0,1929-10-31,presto,medium
Miau - Instrumental (Remasterizado),['Francisco Canaro'],179000.0,0.995,0.785,0.0766,0.0497,0.112,-19.239,0.0622,120.251,0.851,1,9,0,0,1929-10-22,presto,short
Часть 34.2 & Часть 35.1 - Прощай оружие,['Эрнест Хемингуэй'],260141.0,0.477,0.702,0.19,0.0,0.184,-20.119,0.929,86.089,0.799,1,6,0,1,1929-01-01,lento,medium
Часть 82.2 - На Западном фронте без перемен,['Эрих Мария Ремарк'],103900.0,0.0141,0.768,0.228,0.0,0.0759,-20.617,0.949,78.816,0.636,0,8,0,1,1929-01-01,lento,short
Pata de Palo - Remasterizado,['Ignacio Corsini'],99280.0,0.991,0.583,0.264,5.4E-5,0.141,-18.241,0.289,73.046,0.923,0,9,0,0,1929-06-19,lento,short
Часть 110.2 & Часть 111.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],104277.0,0.0243,0.678,0.274,0.0,0.158,-18.461,0.952,97.513,0.607,1,11,0,1,1929-01-01,moderato,short
Часть 28.3 & Часть 29.1 - Прощай оружие,['Эрнест Хемингуэй'],325500.0,0.287,0.723,0.244,0.0,0.187,-18.129,0.836,111.491,0.755,0,11,0,1,1929-01-01,moderato,long
Часть 40.4 & Часть 41.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],105674.0,0.0335,0.696,0.368,0.0,0.362,-20.143,0.946,135.041,0.417,1,9,0,1,1929-01-01,presto,short
Besos de Plata - Remasterizado,['Ignacio Corsini'],132587.0,0.99,0.609,0.293,0.00219,0.164,-17.479,0.0928,105.446,0.714,0,3,0,0,1929-06-19,moderato,short
Часть 59.3 - На Западном фронте без перемен,['Эрих Мария Ремарк'],99300.0,0.0718,0.697,0.24,0.0,0.346,-18.725,0.926,103.543,0.602,1,8,0,1,1929-01-01,moderato,short
Часть 70.3 & Часть 71.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],117833.0,0.0114,0.623,0.249,0.0,0.364,-21.124,0.952,173.438,0.542,1,9,0,1,1929-01-01,presto,short
Часть 15.2 & Часть 16.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],109500.0,0.0995,0.658,0.262,0.0,0.227,-17.5,0.954,86.026,0.826,1,0,0,1,1929-01-01,lento,short
Dios Perdona - Remasterizado,"['Francisco Canaro', 'Charlo']",186000.0,0.994,0.686,0.127,0.0136,0.114,-12.423,0.0997,116.264,0.816,1,11,0,0,1929-10-22,moderato,medium
"Lengue, Lengue",['Francisco Canaro'],160360.0,0.993,0.762,0.181,0.805,0.111,-16.481,0.0892,105.757,0.901,1,2,0,0,1929-01-01,moderato,short
Часть 36.2 & Часть 37.1 - Прощай оружие,['Эрнест Хемингуэй'],204400.0,0.389,0.668,0.185,0.0,0.172,-20.334,0.931,67.175,0.769,1,6,0,1,1929-01-01,lento,medium
Pasión - Remasterizado,"['Francisco Canaro', 'Charlo']",170720.0,0.995,0.519,0.168,0.317,0.154,-12.65,0.111,55.639,0.54,1,0,0,0,1929-10-18,lento,short
Ce N'est Que Votre Main Madame,['André Baugé'],189753.0,0.988,0.398,0.257,0.00349,0.124,-12.112,0.0761,173.018,0.38,1,3,0,0,1929-01-01,presto,medium
Часть 87.2 - На Западном фронте без перемен,['Эрих Мария Ремарк'],98200.0,0.0132,0.767,0.267,0.0,0.314,-20.831,0.953,64.192,0.644,0,5,0,1,1929-01-01,lento,short
Часть 10.4 - Прощай оружие,['Эрнест Хемингуэй'],117600.0,0.23,0.641,0.186,0.0,0.483,-25.181,0.924,88.076,0.5,1,7,0,1,1929-01-01,lento,short
Часть 31.4 & Часть 32.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],95394.0,0.112,0.682,0.341,0.0,0.116,-16.634,0.922,144.634,0.542,0,10,0,1,1929-01-01,presto,short
Часть 58.2 & Часть 59.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],98824.0,0.0689,0.705,0.272,0.0,0.16,-18.876,0.955,132.664,0.563,0,2,0,1,1929-01-01,presto,short
Часть 10.2 & Часть 11.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],114723.0,0.085,0.68,0.214,0.0,0.152,-18.359,0.943,88.994,0.811,1,6,0,1,1929-01-01,lento,short
Часть 18.3 & Часть 19.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],115955.0,0.0441,0.727,0.317,0.0,0.225,-17.794,0.856,120.474,0.621,0,10,0,1,1929-01-01,presto,short
Часть 14.3 - На Западном фронте без перемен,['Эрих Мария Ремарк'],100300.0,0.0258,0.717,0.245,0.0,0.0939,-20.024,0.932,116.45,0.612,1,5,0,1,1929-01-01,moderato,short
Часть 64.4 & Часть 65.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],98488.0,0.102,0.686,0.267,0.0,0.389,-16.365,0.915,99.158,0.465,0,0,0,1,1929-01-01,moderato,short
Aquel Novio - Remasterizado,"['Francisco Canaro', 'Charlo']",170000.0,0.994,0.634,0.203,0.936,0.109,-13.78,0.0537,115.28,0.614,1,7,0,0,1929-11-06,moderato,short
Часть 21.2 - На Западном фронте без перемен,['Эрих Мария Ремарк'],177300.0,0.0141,0.719,0.233,0.0,0.172,-17.839,0.946,126.618,0.65,0,11,0,1,1929-01-01,presto,short
Palermo - Remasterizado,"['Francisco Canaro', 'Charlo']",160627.0,0.994,0.802,0.314,0.542,0.152,-10.392,0.123,122.112,0.964,1,9,0,0,1929-10-17,presto,short
Corazón de Criollo - Remasterizado,"['Francisco Canaro', 'Charlo']",163507.0,0.994,0.752,0.201,0.776,0.113,-12.867,0.0876,119.597,0.721,1,2,0,0,1929-11-06,moderato,short
Часть 13.3 - На Западном фронте без перемен,['Эрих Мария Ремарк'],133000.0,0.017,0.634,0.241,0.0,0.0729,-20.636,0.959,165.691,0.549,0,9,0,1,1929-01-01,presto,short
Barrilito - Instrumental (Remasterizado),['Francisco Canaro'],150093.0,0.994,0.691,0.217,0.839,0.117,-14.828,0.148,103.341,0.902,1,2,0,0,1929-10-18,moderato,short
Часть 21.2 - Прощай оружие,['Эрнест Хемингуэй'],101494.0,0.0805,0.701,0.15,0.0,0.486,-24.361,0.855,110.227,0.686,0,6,0,1,1929-01-01,moderato,short
Часть 35.2 - На Западном фронте без перемен,['Эрих Мария Ремарк'],96000.0,0.0765,0.626,0.232,0.0,0.314,-19.988,0.942,170.316,0.631,0,10,0,1,1929-01-01,presto,short
Часть 5.4 - На Западном фронте без перемен,['Эрих Мария Ремарк'],114800.0,0.057,0.684,0.292,0.0,0.223,-18.072,0.927,87.48,0.71,1,2,0,1,1929-01-01,lento,short
Malacara - Instrumental (Remasterizado),['Francisco Canaro'],204493.0,0.995,0.564,0.22,0.861,0.111,-13.47,0.117,171.601,0.798,1,0,0,0,1929-11-06,presto,medium
Часть 92.2 - Прощай оружие,['Эрнест Хемингуэй'],106000.0,0.099,0.694,0.222,0.0,0.249,-24.015,0.928,82.686,0.344,1,7,0,1,1929-01-01,lento,short
Meterete - Instrumental (Remasterizado),['Francisco Canaro'],181000.0,0.995,0.807,0.172,0.722,0.121,-13.186,0.0989,115.732,0.723,1,7,0,0,1929-10-22,moderato,medium
Часть 73.2 - На Западном фронте без перемен,['Эрих Мария Ремарк'],192900.0,0.0414,0.681,0.232,0.0,0.0884,-19.971,0.947,81.304,0.661,1,5,0,1,1929-01-01,lento,medium
Le Bourgeois Gentilhomme – Suite Op.60: I Overture,"['Richard Strauss', 'London Philharmonic Orchestra']",250960.0,0.981,0.326,0.0777,0.49,0.14,-24.953,0.0449,138.461,0.272,1,0,0,0,1929-01-01,presto,medium
Часть 75.2 & Часть 76.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],136948.0,0.043,0.636,0.193,0.0,0.321,-20.912,0.951,166.749,0.538,1,0,0,1,1929-01-01,presto,short
All By Yourself in the Moonlight (Carroll Gibbons),['Carroll Gibbons'],171533.0,0.987,0.565,0.266,0.172,0.129,-14.201,0.0907,184.66,0.856,1,5,0,0,1929-01-01,presto,short
"There's a Blue Ridge 'Round My Heart, Virginia (Carroll Gibbons)",['Carroll Gibbons'],184693.0,0.992,0.778,0.123,0.116,0.179,-16.226,0.0482,94.174,0.693,0,0,0,0,1929-01-01,moderato,medium
Часть 8.4 & Часть 9.1 - Прощай оружие,['Эрнест Хемингуэй'],116653.0,0.309,0.715,0.255,0.0,0.522,-20.658,0.94,88.247,0.628,1,7,0,1,1929-01-01,lento,short
Часть 47.3 & Часть 48.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],210863.0,0.0621,0.698,0.283,0.0,0.356,-18.084,0.935,86.73,0.574,1,0,0,1,1929-01-01,lento,medium
Часть 9.3 & Часть 10.1 - Прощай оружие,['Эрнест Хемингуэй'],119104.0,0.254,0.704,0.164,0.0,0.338,-24.133,0.893,132.904,0.49,0,4,0,1,1929-01-01,presto,short
Carro Viejo - Remasterizado,['Ignacio Corsini'],138093.0,0.994,0.665,0.278,0.00332,0.605,-16.393,0.359,105.909,0.64,1,11,0,0,1929-06-19,moderato,short
Часть 111.3 - На Западном фронте без перемен,['Эрих Мария Ремарк'],115400.0,0.0312,0.624,0.248,0.0,0.181,-18.482,0.945,177.685,0.699,1,11,0,1,1929-01-01,presto,short
Siempre Contigo - Remasterizado,"['Francisco Canaro', 'Charlo']",196547.0,0.992,0.398,0.261,0.183,0.127,-11.011,0.0626,180.604,0.719,0,11,0,0,1929-10-18,presto,medium
Manguero - Remasterizado,['Ignacio Corsini'],140733.0,0.994,0.664,0.19,0.487,0.219,-20.109,0.152,127.932,0.913,1,2,0,0,1929-06-21,presto,short
J'hésite,['Gaston Gabaroche'],164165.0,0.965,0.756,0.29,0.0,0.0528,-12.676,0.0616,84.26,0.86,1,5,0,0,1929-01-01,lento,short
There Will Never Be Another You,['Steve Correll Group'],293480.0,0.846,0.549,0.313,0.0622,0.137,-14.48,0.0329,95.435,0.676,0,5,0,0,1929-01-01,moderato,medium
Halfway to Heaven (Carroll Gibbons),['Carroll Gibbons'],164987.0,0.989,0.69,0.119,0.00188,0.332,-15.029,0.057,96.84,0.521,1,5,0,0,1929-01-01,moderato,short
Часть 53.3 & Часть 54.1 - Прощай оружие,['Эрнест Хемингуэй'],123790.0,0.503,0.705,0.248,0.0,0.378,-20.173,0.849,107.638,0.659,1,7,0,1,1929-01-01,moderato,short
Часть 12.2 - На Западном фронте без перемен,['Эрих Мария Ремарк'],164500.0,0.1,0.698,0.237,0.0,0.138,-18.199,0.947,139.082,0.787,1,9,0,1,1929-01-01,presto,short
Часть 35.2 & Часть 36.1 - Прощай оружие,['Эрнест Хемингуэй'],351021.0,0.44,0.68,0.24,0.0,0.103,-17.909,0.915,82.465,0.801,0,11,0,1,1929-01-01,lento,long
"Hungarian Rhapsody No. 2 in C-Sharp Minor, S. 244/2","['Franz Liszt', 'Vladimir Horowitz']",541600.0,0.987,0.349,0.326,0.886,0.784,-15.347,0.0551,80.233,0.168,1,1,47,0,1930-01-01,lento,long
"Consolation No. 3 in D-Flat Major, S. 172/3","['Franz Liszt', 'Vladimir Horowitz']",264560.0,0.991,0.269,0.00856,0.913,0.132,-29.686,0.0367,70.131,0.0808,1,1,39,0,1930-01-01,lento,medium
"If I Knew You Were Comin', I'd've Baked a Cake","['The New Yorkers', 'Wilmouth Houdini', 'Eileen Barton']",159840.0,0.858,0.727,0.287,2.6E-6,0.057,-9.227,0.327,170.17,0.922,1,8,30,0,1930-01-01,presto,short
"Consolation No. 2 in E Major, S. 172/2","['Franz Liszt', 'Vladimir Horowitz']",210827.0,0.993,0.294,0.00684,0.939,0.0616,-29.3,0.047,49.792,0.055,1,4,30,0,1930-01-01,lento,medium
Sitting On Top Of The World,['Mississippi Sheiks'],181800.0,0.982,0.463,0.244,2.58E-6,0.292,-7.748,0.0311,93.868,0.414,1,6,27,0,1930-01-01,moderato,medium
Chorra,['Carlos Gardel'],124147.0,0.971,0.699,0.447,2.36E-4,0.19,-10.589,0.16,124.463,0.603,1,3,37,0,1930-08-18,presto,short
