name,artists,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,formatted_date,tempo_category,duration_category
Pussy Willow,['Tommy Dorsey'],195320.0,0.923,0.59,0.249,0.337,0.18,-11.499,0.0313,139.101,0.621,0,10,3,0,1925-01-01,presto,medium
Bend Down Sister,['Chick Bullock And His Levee Loungers'],181467.0,0.992,0.776,0.376,0.0341,0.0892,-10.126,0.0436,106.555,0.864,1,0,3,0,1925-01-01,moderato,medium
Mean To Me,"\"[\"\"The Dorsey Brothers' Orchestra\"\"]\"",207893.0,0.981,0.573,0.171,0.0641,0.0752,-11.474,0.0442,147.841,0.785,1,2,4,0,1925-01-01,presto,medium
Add A Little Wiggle,['The All-Star Orchestra'],182200.0,0.962,0.697,0.429,0.514,0.25,-9.241,0.0583,100.54,0.955,1,0,4,0,1925-01-01,moderato,medium
Ten Little Miles From Town,['Sam Lanin & His Famous Players & Singers'],192360.0,0.985,0.775,0.285,0.138,0.101,-9.884,0.0597,83.803,0.922,1,5,5,0,1925-01-01,lento,medium
Trombonology,['Tommy Dorsey'],180013.0,0.981,0.721,0.493,0.728,0.839,-10.955,0.0354,104.167,0.97,1,5,4,0,1925-01-01,moderato,medium
Please Don't Talk About Me When I'm Gone,['Ethel Waters'],192107.0,0.958,0.628,0.227,0.0,0.133,-13.328,0.0824,128.357,0.673,1,5,4,0,1925-01-01,presto,medium
Bugle Call Rag - 78 rpm Version,['Ed Lang & His Orchestra'],178787.0,0.846,0.823,0.613,0.886,0.0534,-9.062,0.0674,114.038,0.895,1,10,4,0,1925-01-01,moderato,short
Muskrat Ramble,['Louis Armstrong & His Hot Five'],157533.0,0.996,0.686,0.216,0.901,0.0595,-14.856,0.0959,174.4,0.882,1,7,4,0,1925-01-01,presto,short
Who Stole The Lock (On The Hen-House Door),['Jack Bland'],162227.0,0.941,0.767,0.69,0.272,0.0652,-9.304,0.335,119.293,0.744,1,3,2,0,1925-01-01,moderato,short
Imagination,"['Frank Sinatra', 'Tommy Dorsey Orchestra']",193840.0,0.924,0.499,0.0748,0.014,0.55,-13.552,0.044,113.268,0.429,1,1,3,0,1925-01-01,moderato,medium
One Night In Monte Carlo,['Tommy Dorsey & His Clambake Seven'],182933.0,0.97,0.796,0.341,0.0313,0.215,-13.195,0.0567,117.325,0.946,1,7,3,0,1925-01-01,moderato,medium
Goodbye Blues,['Art Jarrett'],198840.0,0.968,0.517,0.293,0.035,0.15,-11.361,0.0416,131.702,0.522,1,8,3,0,1925-01-01,presto,medium
Melody In F,['Tommy Dorsey'],176267.0,0.921,0.575,0.318,0.735,0.0871,-11.331,0.1,171.98,0.886,1,5,3,0,1925-01-01,presto,short
Shake That Thing,['Ethel Waters'],196000.0,0.991,0.636,0.038,0.0,0.143,-15.057,0.0516,95.043,0.55,1,0,3,0,1925-01-01,moderato,medium
Cinderella Brown,['The Charleston Chasers'],210613.0,0.906,0.799,0.409,0.167,0.331,-10.617,0.0825,88.614,0.88,1,3,3,0,1925-01-01,lento,medium
Heartbreak Hotel,"['Tommy Dorsey', 'Elvis Presley']",180813.0,0.969,0.521,0.539,5.75E-4,0.946,-9.161,0.508,93.412,0.806,1,4,3,0,1925-01-01,moderato,medium
Do I Worry?,['Tommy Dorsey'],193187.0,0.982,0.397,0.165,6.04E-4,0.332,-14.849,0.053,109.488,0.12,0,0,3,0,1925-01-01,moderato,medium
I Got Rhythm,['Harold Lem & His Orchestra'],195093.0,0.937,0.848,0.35,0.117,0.0616,-9.963,0.0583,114.518,0.889,1,10,3,0,1925-01-01,moderato,medium
Flagler Drive,['Tommy Dorsey'],193627.0,0.757,0.566,0.642,0.254,0.208,-7.815,0.0472,137.34,0.56,0,0,3,0,1925-01-01,presto,medium
"Stop, Look and Listen",['Tommy Dorsey'],316867.0,0.913,0.693,0.332,0.877,0.0687,-14.792,0.139,163.991,0.875,1,7,4,0,1925-01-01,presto,long
Jimtown Blues,['Tommy Dorsey'],233187.0,0.801,0.841,0.694,0.729,0.0386,-9.603,0.0988,106.237,0.882,1,10,3,0,1925-01-01,moderato,medium
No Man's Mama - A Woman's Choice,['Ethel Waters'],187942.0,0.991,0.669,0.309,0.0,0.483,-9.578,0.0723,112.189,0.573,1,6,3,0,1925-01-01,moderato,medium
East Of The Sun,['Tommy Dorsey'],262373.0,0.947,0.613,0.127,1.31E-4,0.316,-13.712,0.0793,122.776,0.436,1,7,2,0,1925-01-01,presto,medium
The Minor Goes Muggin',"['Tommy Dorsey', 'Duke Ellington']",182120.0,0.973,0.432,0.461,0.755,0.114,-12.228,0.0533,178.098,0.604,1,6,4,0,1925-01-01,presto,medium
Moon Country,['Hoagy Carmichael & His Orchestra'],194227.0,0.974,0.667,0.122,0.197,0.1,-14.869,0.0441,119.835,0.431,1,8,2,0,1925-01-01,moderato,medium
I Could Make You Care,['Tommy Dorsey'],170480.0,0.922,0.3,0.215,0.0398,0.213,-12.33,0.0351,97.463,0.312,0,10,3,0,1925-01-01,moderato,short
There's Good Blues Tonight,['Tommy Dorsey & His Clambake Seven'],222133.0,0.979,0.751,0.378,1.42E-6,0.759,-9.972,0.462,128.665,0.638,1,4,3,0,1925-01-01,presto,medium
Liebestraum,['Tommy Dorsey'],206920.0,0.774,0.496,0.418,0.637,0.678,-9.183,0.197,172.257,0.735,0,5,3,0,1925-01-01,presto,medium
After You,"['Tommy Dorsey & His Clambake Seven', 'Edythe Wright']",202027.0,0.964,0.744,0.147,0.526,0.0911,-13.56,0.0595,100.262,0.722,0,2,3,0,1925-01-01,moderato,medium
My Kind Of Man,['Ethel Waters'],180400.0,0.99,0.468,0.149,2.51E-6,0.0854,-12.323,0.0516,134.243,0.505,1,10,3,0,1925-01-01,presto,medium
'Cause I Feel Lowdown,['Sophie Tucker'],186178.0,0.978,0.717,0.137,0.0,0.384,-10.949,0.149,120.821,0.422,1,8,0,0,1925-01-01,presto,medium
Take Your Black Bottom Outside,['Sarah Martin'],178422.0,0.98,0.618,0.214,0.0,0.43,-10.301,0.195,74.541,0.49,1,3,0,0,1925-01-01,lento,short
Organito de la Tarde - Remasterizado,['Francisco Canaro'],173227.0,0.996,0.669,0.22,0.901,0.194,-15.095,0.0718,115.552,0.667,1,6,0,0,1925-07-12,moderato,short
Dust,['The Columbia Photo Players'],191827.0,0.989,0.759,0.34,0.0721,0.0734,-11.025,0.0801,102.731,0.891,1,5,2,0,1925-01-01,moderato,medium
Destellos - Remasterizado,['Ignacio Corsini'],129293.0,0.995,0.535,0.0771,0.902,0.118,-23.549,0.067,116.449,0.512,1,3,0,0,1925-04-25,moderato,short
Quereme Serrana - Remasterizado,['Francisco Canaro'],166467.0,0.996,0.42,0.27,0.878,0.216,-14.227,0.13,79.458,0.187,1,2,0,0,1925-07-12,lento,short
Par Le Trou De La Serrure,['Pauline Carton'],110440.0,0.987,0.535,0.28,9.5E-5,0.198,-13.416,0.186,70.401,0.689,1,6,0,0,1925-01-01,lento,short
"\"Carmen, 14, Acte 2: \"\"La Fleur Que Tu M'avais Jetée\"\"\"",['Georges Thill'],221572.0,0.991,0.321,0.0307,3.71E-4,0.147,-21.081,0.0521,62.307,0.159,1,1,0,0,1925-01-01,lento,medium
El Narcizo Negro - Remasterizado,['Ignacio Corsini'],184720.0,0.995,0.439,0.136,0.93,0.122,-24.409,0.042,95.57,0.828,1,11,0,0,1925-04-25,moderato,medium
Two-Time Man,['Don Redman and His Orchestra'],176565.0,0.976,0.708,0.295,0.00496,0.126,-12.142,0.283,147.411,0.816,1,5,0,0,1925-01-01,presto,short
El Flechazo - Remasterizado,['Ignacio Corsini'],152653.0,0.991,0.343,0.161,0.878,0.112,-23.61,0.0546,127.287,0.46,0,6,0,0,1925-04-25,presto,short
C'est Merveilleux,['Maurice Chevalier'],134000.0,0.99,0.679,0.438,0.0,0.112,-12.901,0.075,113.682,0.898,0,10,0,0,1925-01-01,moderato,short
Farewell Blues,['Cab Calloway & His Orchestra'],162200.0,0.989,0.891,0.486,0.017,0.0925,-7.605,0.0741,114.923,0.784,0,2,0,0,1925-01-01,moderato,short
Altar Criollo - Remasterizado,['Ignacio Corsini'],157160.0,0.994,0.534,0.11,0.934,0.106,-25.113,0.0595,128.092,0.733,0,2,0,0,1925-04-25,presto,short
La Carrera - Remasterizado,['Ignacio Corsini'],166147.0,0.987,0.469,0.436,0.0276,0.917,-17.742,0.446,75.081,0.55,1,11,0,0,1925-04-25,lento,short
Ain't Misbehavin',['Fats Waller'],237773.0,0.821,0.515,0.222,0.00193,0.19,-16.918,0.0575,98.358,0.35,0,0,45,0,1926-01-01,moderato,medium
Two Sleepy People,['Fats Waller'],183560.0,0.725,0.651,0.0867,6.54E-5,0.169,-18.882,0.048,87.221,0.54,1,5,41,0,1926-01-01,lento,medium
I'm Gonna Sit Right Down and Write Myself a Letter,['Fats Waller'],209133.0,0.917,0.778,0.101,0.00199,0.147,-20.193,0.0548,115.347,0.67,1,0,37,0,1926-01-01,moderato,medium
Honeysuckle Rose,['Fats Waller'],158427.0,0.912,0.731,0.179,0.00752,0.111,-17.177,0.0634,154.709,0.789,1,5,27,0,1926-01-01,presto,short
Your Feet's Too Big,['Fats Waller'],184053.0,0.728,0.715,0.0885,2.55E-6,0.125,-20.028,0.191,117.142,0.629,1,0,21,0,1926-01-01,moderato,medium
Functionizin',['Fats Waller'],185693.0,0.753,0.751,0.274,0.543,0.0863,-13.229,0.0863,173.782,0.804,1,5,22,0,1926-01-01,presto,medium
Sunny,['George Olsen'],189427.0,0.987,0.737,0.287,0.282,0.0808,-11.605,0.0326,108.152,0.83,1,10,20,0,1926-07-01,moderato,medium
"Patty Cake, Patty Cake",['Fats Waller'],194880.0,0.885,0.715,0.296,0.0159,0.0552,-15.082,0.0715,102.969,0.782,1,0,18,0,1926-01-01,moderato,medium
All That Meat And No Potatoes,['Fats Waller'],165573.0,0.722,0.85,0.113,1.82E-6,0.146,-18.821,0.0642,141.788,0.686,1,0,16,0,1926-01-01,presto,short
Wild Man Blues,['Louis Armstrong & His Hot Seven'],188907.0,0.97,0.639,0.211,0.675,0.43,-9.139,0.0558,95.574,0.644,0,0,22,0,1926-01-01,moderato,medium
Wolverine Blues - 1990 Remastered - Take 1,"['Jelly Roll Morton', 'Johnny Dodds']",199645.0,0.987,0.646,0.326,0.798,0.122,-15.245,0.0395,113.918,0.804,1,10,21,0,1926-01-01,moderato,medium
Dinah,['Fats Waller'],186200.0,0.828,0.78,0.425,0.359,0.215,-12.282,0.059,112.156,0.873,0,5,16,0,1926-01-01,moderato,medium
Struttin' with Some Barbecue - 78 rpm Version,['Louis Armstrong & His Hot Five'],183960.0,0.931,0.74,0.319,0.869,0.0507,-8.707,0.119,95.699,0.89,1,8,18,0,1926-01-01,moderato,medium
Ain't Nothin' To It,['Fats Waller'],190400.0,0.912,0.645,0.285,1.08E-4,0.104,-14.223,0.121,129.422,0.64,0,0,16,0,1926-01-01,presto,medium
Potato Head Blues,['Louis Armstrong & His Hot Seven'],175293.0,0.971,0.602,0.351,0.345,0.142,-7.769,0.167,181.591,0.917,1,5,20,0,1926-01-01,presto,short
Squeeze Me,['Fats Waller'],187600.0,0.926,0.615,0.0754,0.0796,0.109,-21.62,0.0389,91.528,0.516,1,2,16,0,1926-01-01,moderato,medium
"\"Ain't Misbehavin' - (from the musical comedy \"\"Connie's Hot Chocolates\"\")\"",['Fats Waller'],180320.0,0.991,0.562,0.179,0.793,0.101,-16.708,0.049,166.007,0.542,1,0,13,0,1926-01-01,presto,medium
I'm Crazy 'Bout My Baby,['Fats Waller'],136413.0,0.89,0.802,0.348,0.642,0.309,-15.926,0.105,118.104,0.837,1,3,12,0,1926-01-01,moderato,short
Horses - Take 2,['George Olsen'],198520.0,0.982,0.889,0.266,0.534,0.0885,-13.342,0.0674,105.866,0.871,1,3,14,0,1926-07-01,moderato,medium
The Joint Is Jumpin',['Fats Waller'],167800.0,0.897,0.699,0.412,9.64E-5,0.128,-16.051,0.327,108.865,0.655,1,10,12,0,1926-01-01,moderato,short
How Can You Face Me?,['Fats Waller'],166707.0,0.83,0.704,0.233,0.0367,0.0771,-15.376,0.0646,144.045,0.712,1,0,11,0,1926-01-01,presto,short
Sugar Rose,['Fats Waller'],189520.0,0.896,0.746,0.156,5.21E-4,0.709,-16.504,0.0471,127.875,0.536,1,0,11,0,1926-01-01,presto,medium
Put 'Em Down Blues,['Louis Armstrong & His Hot Five'],192360.0,0.924,0.61,0.393,0.0115,0.182,-11.365,0.134,95.215,0.88,1,7,11,0,1926-01-01,moderato,medium
Viper's Drag,['Fats Waller'],176653.0,0.99,0.565,0.163,0.735,0.185,-20.056,0.0597,114.554,0.226,1,3,11,0,1926-01-01,moderato,short
Chicago Breakdown,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",197867.0,0.959,0.597,0.315,0.636,0.0883,-9.583,0.0991,174.815,0.822,1,10,11,0,1926-01-01,presto,medium
The Panic Is On,['Fats Waller'],195173.0,0.868,0.655,0.193,0.00676,0.249,-16.625,0.051,163.276,0.676,1,2,10,0,1926-01-01,presto,medium
Our Love Was Meant to Be,['Fats Waller'],210040.0,0.9,0.658,0.108,0.0177,0.135,-18.916,0.0435,81.085,0.411,1,3,10,0,1926-01-01,lento,medium
A Hopeless Love Affair,['Fats Waller'],192707.0,0.976,0.672,0.0427,0.00139,0.113,-24.487,0.0418,91.043,0.386,0,0,9,0,1926-01-01,moderato,medium
Honey Hush,['Fats Waller'],197013.0,0.872,0.661,0.207,1.94E-5,0.197,-18.692,0.0404,102.944,0.59,1,7,10,0,1926-01-01,moderato,medium
Heebie Jeebies,['Louis Armstrong & His Hot Five'],171760.0,0.984,0.671,0.341,2.68E-5,0.143,-9.597,0.0894,164.49,0.626,1,8,12,0,1926-01-01,presto,short
I Can't Give You Anything but Love,['Fats Waller'],176040.0,0.891,0.651,0.0453,0.0,0.145,-23.104,0.0757,95.157,0.427,0,5,11,0,1926-01-01,moderato,short
Lost Love,['Fats Waller'],185693.0,0.975,0.58,0.126,0.232,0.12,-20.103,0.038,95.862,0.475,1,5,10,0,1926-01-01,moderato,medium
Star Dust,['Fats Waller'],192640.0,0.987,0.659,0.0656,0.657,0.297,-20.399,0.0746,88.666,0.191,1,0,9,0,1926-01-01,lento,medium
It's A Sin To Tell A Lie,['Fats Waller'],173920.0,0.645,0.821,0.297,0.154,0.261,-15.573,0.0723,113.539,0.792,1,0,10,0,1926-01-01,moderato,short
Numb Fumblin',['Fats Waller'],171040.0,0.983,0.547,0.171,0.95,0.136,-20.581,0.0326,112.481,0.499,1,7,9,0,1926-01-01,moderato,short
Hold My Hand,['Fats Waller'],176173.0,0.921,0.774,0.301,0.078,0.0567,-13.865,0.0605,102.415,0.699,1,5,9,0,1926-01-01,moderato,short
Big Butter And Egg Man,['Louis Armstrong & His Hot Five'],177227.0,0.994,0.656,0.295,0.0377,0.111,-10.598,0.0882,98.965,0.846,1,7,10,0,1926-01-01,moderato,short
Sail Away Lady - 2020 Remaster,['Uncle Bunt Stephens'],178364.0,0.973,0.467,0.425,0.828,0.43,-10.594,0.0517,125.385,0.764,1,2,9,0,1926-01-01,presto,short
The Jitterbug Waltz,['Fats Waller'],201347.0,0.731,0.402,0.198,0.182,0.121,-17.893,0.0489,59.924,0.434,0,0,8,0,1926-01-01,lento,medium
Anita,['Fats Waller'],192720.0,0.761,0.754,0.228,3.21E-4,0.211,-17.338,0.0609,126.515,0.75,1,2,8,0,1926-01-01,presto,medium
Jazz Lips,['Louis Armstrong & His Hot Five'],179667.0,0.937,0.802,0.383,0.23,0.129,-11.351,0.0906,107.059,0.96,1,5,10,0,1926-01-01,moderato,short
You Must Be Losing Your Mind,['Fats Waller'],151493.0,0.82,0.529,0.207,5.05E-5,0.162,-15.603,0.0969,167.692,0.6,0,7,8,0,1926-01-01,presto,short
Old Grand Dad,['Fats Waller'],164600.0,0.796,0.641,0.141,4.44E-4,0.166,-20.027,0.283,162.438,0.587,1,0,8,0,1926-01-01,presto,short
Alligator Crawl,['Louis Armstrong & His Hot Seven'],181067.0,0.941,0.697,0.186,0.846,0.0772,-9.133,0.0928,104.555,0.715,1,5,10,0,1926-01-01,moderato,medium
"Bessie, Bessie, Bessie",['Fats Waller'],179787.0,0.867,0.701,0.0478,4.33E-5,0.188,-20.807,0.061,97.439,0.628,1,3,8,0,1926-01-01,moderato,short
St. Louis Blues,['Fats Waller'],171120.0,0.973,0.642,0.104,0.741,0.175,-14.055,0.0505,77.2,0.334,1,7,8,0,1926-01-01,lento,short
The King of the Zulus,['Louis Armstrong & His Hot Five'],182773.0,0.994,0.596,0.252,0.489,0.406,-9.836,0.179,166.735,0.54,0,11,11,0,1926-01-01,presto,medium
Lonesome Blues,['Louis Armstrong & His Hot Five'],192560.0,0.995,0.536,0.115,0.00176,0.105,-16.693,0.041,78.728,0.313,1,9,11,0,1926-01-01,lento,medium
The Sheik of Araby,"['Fats Waller, His Rhythm and Orchestra']",186240.0,0.935,0.728,0.317,0.00324,0.19,-15.351,0.0597,105.792,0.829,0,7,7,0,1926-01-01,moderato,medium
My Fate Is In Your Hands,['Fats Waller'],160693.0,0.98,0.628,0.208,0.938,0.14,-18.304,0.0558,134.126,0.44,1,5,7,0,1926-01-01,presto,short
"Hold Tight (Want Some Seafood, Mama)",['Fats Waller'],124613.0,0.563,0.837,0.267,2.18E-5,0.267,-16.93,0.324,95.735,0.843,0,7,7,0,1926-01-01,moderato,short
Muskrat Ramble,['Louis Armstrong & His Hot Five'],150160.0,0.982,0.665,0.366,0.666,0.0763,-9.064,0.212,183.755,0.854,1,8,9,0,1926-01-01,presto,short
Thou Swell,['Louisiana Sugar Babes'],178573.0,0.981,0.479,0.208,0.864,0.0912,-17.239,0.0544,114.38,0.603,0,5,8,0,1926-01-01,moderato,short
Love Me or Leave Me - Take 3,['Fats Waller'],158507.0,0.993,0.634,0.131,0.84,0.165,-20.531,0.0403,95.215,0.558,0,5,8,0,1926-01-01,moderato,short
African Ripples,['Fats Waller'],188067.0,0.987,0.495,0.144,0.857,0.103,-19.035,0.0428,94.608,0.316,1,2,8,0,1926-01-01,moderato,medium
Smashin' Thirds,['Fats Waller'],184920.0,0.982,0.541,0.247,0.868,0.131,-19.291,0.0432,111.664,0.812,1,0,7,0,1926-01-01,moderato,medium
West End Blues,['Louis Armstrong & His Hot Five'],198533.0,0.968,0.576,0.234,0.646,0.0829,-11.531,0.0537,83.026,0.322,1,3,9,0,1926-01-01,lento,medium
Keepin' Out of Mischief Now,['Fats Waller'],192333.0,0.991,0.649,0.0709,0.863,0.139,-20.096,0.0478,111.303,0.201,1,0,7,0,1926-01-01,moderato,medium
Up Jumped You With Love,['Fats Waller'],197293.0,0.95,0.62,0.118,0.119,0.223,-18.829,0.0485,122.267,0.649,0,10,7,0,1926-01-01,presto,medium
'Sippi,['Louisiana Sugar Babes'],183493.0,0.969,0.427,0.141,0.933,0.171,-19.769,0.101,82.353,0.485,0,5,8,0,1926-01-01,lento,medium
Sweet Little Papa,['Louis Armstrong & His Hot Five'],170267.0,0.996,0.61,0.215,0.892,0.16,-13.863,0.363,180.075,0.818,1,4,10,0,1926-01-01,presto,short
Cash for Your Trash,['Fats Waller'],202267.0,0.9,0.75,0.139,5.15E-5,0.242,-18.908,0.0609,150.964,0.713,1,3,7,0,1926-01-01,presto,medium
