name,artists,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,formatted_date,tempo_category,duration_category
Can You Feel It,['Fat Boys'],400091.0,0.0695,0.8,0.875,1.32E-4,0.0647,-9.34,0.0991,96.182,0.807,0,2,24,1,1984-01-01,moderato,long
You're Dancin' This Dance All Wrong,['George Strait'],237667.0,0.492,0.602,0.241,9.65E-5,0.0474,-16.686,0.0273,78.155,0.222,1,8,23,0,1984-01-01,lento,medium
Breakout,['Bon Jovi'],323267.0,8.77E-5,0.549,0.959,0.381,0.083,-3.503,0.0471,119.69,0.751,1,1,33,0,1984-01-01,moderato,long
Ragtop Day,['Jimmy Buffett'],187467.0,0.0525,0.835,0.434,1.54E-5,0.158,-16.537,0.0467,122.944,0.73,1,9,22,0,1984-01-01,presto,medium
School Daze,['W.A.S.P.'],215027.0,1.6E-4,0.407,0.719,0.0,0.261,-7.804,0.0438,141.898,0.537,1,8,31,1,1984-01-01,presto,medium
Dressing Up - 2006 Remaster,['The Cure'],171373.0,0.342,0.59,0.605,1.14E-4,0.109,-6.677,0.0368,80.009,0.503,0,4,22,0,1984-04-30,lento,short
Love Resurrection,['Alison Moyet'],231227.0,0.155,0.726,0.611,0.00886,0.0811,-11.191,0.0305,122.617,0.907,0,9,31,0,1984-01-01,presto,medium
"\"Piano Sonata No. 23 in F Minor, Op. 57 \"\"Appassionata\"\": 2. Andante con moto\"","['Ludwig van Beethoven', 'Daniel Barenboim']",454893.0,0.994,0.282,0.00625,0.918,0.114,-30.248,0.0543,169.931,0.0965,1,1,26,0,1984-01-01,presto,long
The Devil Game,['Kansas'],303800.0,0.00793,0.411,0.843,1.77E-4,0.34,-8.746,0.0935,97.099,0.633,1,2,26,0,1984-01-01,moderato,long
Night In That Land,['Nightnoise'],192308.0,0.978,0.162,0.148,0.313,0.0682,-17.944,0.0413,168.201,0.181,1,7,28,0,1984-01-01,presto,medium
Una storia importante,['Eros Ramazzotti'],248173.0,0.0471,0.6,0.534,1.46E-5,0.063,-12.999,0.0449,125.397,0.308,0,10,48,0,1984-01-01,presto,medium
Haydi Gel Benimle Ol,['Sezen Aksu'],271618.0,0.609,0.641,0.795,0.0,0.302,-6.605,0.182,119.75,0.52,1,2,56,0,1984-09-06,moderato,medium
Near The End,['David Gilmour'],350787.0,0.597,0.451,0.28,0.026,0.191,-11.629,0.028,160.479,0.227,0,11,25,0,1984-03-05,presto,long
La Vie Dansante,['Jimmy Buffett'],245173.0,0.0896,0.677,0.349,0.0,0.126,-16.34,0.0431,76.923,0.747,1,11,22,0,1984-01-01,lento,medium
We Can Stop the Hurtin' - 2006 Remaster,['Chicago'],252027.0,0.113,0.69,0.814,1.74E-5,0.0805,-6.046,0.0355,113.486,0.483,1,2,29,0,1984-05-14,moderato,medium
My Drawers,['The Time'],248867.0,0.0949,0.689,0.665,0.0129,0.119,-12.474,0.0643,120.473,0.732,1,0,23,0,1984-07-03,presto,medium
"Le Nozze Di Figaro (The Marriage of Figaro, K. 492); Act IV, Ah Tutti Contenti","['Wolfgang Amadeus Mozart', 'Sir Neville Marriner', 'Academy of St. Martin in the Fields', 'Richard Stilwell', 'Felicity Lott', 'Samuel Ramey', 'Anne Howells', 'Deborah Rees', 'Patricia Payne', 'Alexander Oliver', 'John Tomlinson', 'Willard White', 'Robin Leggate']",156400.0,0.989,0.218,0.11,0.0902,0.114,-24.477,0.0502,77.795,0.0371,1,7,22,0,1984-01-01,lento,short
Hammer To Fall - Headbanger's Mix,['Queen'],318080.0,0.289,0.406,0.862,0.00569,0.0973,-4.822,0.0976,128.508,0.468,1,9,23,0,1984-02-27,presto,long
I'll Take Care Of You,['Ronnie Milsap'],206840.0,0.357,0.5,0.251,0.0,0.138,-12.767,0.0257,78.506,0.145,1,0,31,0,1984-04-01,lento,medium
In Power We Entrust The Love Advocated (Remastered),['Dead Can Dance'],251093.0,0.506,0.433,0.708,0.809,0.106,-9.749,0.0326,109.789,0.334,1,2,32,0,1984-01-01,moderato,medium
Under The Gun,['KISS'],241600.0,0.00168,0.515,0.967,0.156,0.57,-5.127,0.176,119.875,0.0833,0,4,29,0,1984-09-13,moderato,medium
SURPRISE OF SUMMER,['Anri'],253787.0,0.138,0.659,0.854,0.00857,0.0434,-4.499,0.0511,119.957,0.849,1,2,29,0,1984-06-21,moderato,medium
Love On the Air,['David Gilmour'],260267.0,0.238,0.564,0.446,8.6E-6,0.0627,-11.378,0.0315,108.231,0.276,1,9,24,0,1984-03-05,moderato,medium
Tormentor,['W.A.S.P.'],250760.0,8.04E-4,0.367,0.959,0.00382,0.247,-8.234,0.126,97.676,0.0965,0,3,30,1,1984-01-01,moderato,medium
It's Only Love,"['Bryan Adams', 'Tina Turner']",194618.0,0.00993,0.515,0.805,1.57E-5,0.419,-4.491,0.0345,101.161,0.743,1,5,30,0,1984-11-05,moderato,medium
New Gods,['Meat Puppets'],132667.0,3.98E-5,0.392,0.917,0.198,0.127,-8.328,0.123,140.218,0.684,1,8,22,0,1984-01-01,presto,short
Theme From The A-team,['Daniel Caine Orchestra'],211787.0,0.0912,0.695,0.786,0.0772,0.0901,-7.266,0.0642,127.971,0.71,1,5,22,0,1984-01-01,presto,medium
Reaction to Action,['Foreigner'],212000.0,0.00535,0.631,0.935,0.0168,0.151,-6.459,0.0564,115.687,0.404,1,2,30,0,1984-12-12,moderato,medium
My Only Love,['The Statlers'],195747.0,0.594,0.326,0.246,1.67E-5,0.145,-17.904,0.0277,181.756,0.378,1,3,22,0,1984-01-01,presto,medium
Somebody's Needin' Somebody,['Conway Twitty'],236507.0,0.0738,0.707,0.236,7.76E-6,0.118,-18.921,0.0304,90.716,0.477,1,5,22,0,1984-01-01,moderato,medium
Seven Spanish Angels (with Ray Charles),"['Willie Nelson', 'Ray Charles']",229933.0,0.428,0.535,0.252,0.0,0.143,-14.92,0.0377,66.615,0.353,1,5,24,0,1984-01-01,lento,medium
Doubly Good To You - Remastered,['Amy Grant'],194987.0,0.426,0.482,0.324,0.0,0.136,-11.121,0.0291,134.218,0.237,1,7,25,0,1984-01-01,presto,medium
Charlie in paradiso,['Ernesto Bassignano'],295826.0,0.247,0.731,0.64,0.0,0.0802,-7.214,0.0303,117.41,0.632,1,4,30,0,1984-01-01,moderato,medium
You Need the Glory,['Minutemen'],123133.0,0.887,0.634,0.311,0.588,0.159,-18.59,0.0511,130.238,0.88,1,4,25,0,1984-07-24,presto,short
Merciless Onslaught,['Metal Church'],176000.0,5.73E-4,0.284,0.991,0.794,0.0617,-9.552,0.0786,147.9,0.181,1,4,28,0,1984-01-01,presto,short
What Did You Expect Me To Do,['George Strait'],158533.0,0.127,0.737,0.176,0.00579,0.126,-17.26,0.0307,89.282,0.413,1,7,23,0,1984-01-01,lento,short
The Law,['Leonard Cohen'],265987.0,0.585,0.702,0.318,0.0691,0.0773,-15.277,0.0261,107.955,0.607,0,2,35,0,1984-12-11,moderato,medium
The Battle Between Mehve and Corvette,['Joe Hisaishi'],77467.0,0.737,0.646,0.768,0.0158,0.327,-9.682,0.0481,164.954,0.98,1,6,29,0,1984-01-01,presto,short
The Captain,['Leonard Cohen'],247253.0,0.634,0.673,0.406,1.31E-4,0.0581,-13.547,0.0336,125.953,0.686,1,0,35,0,1984-12-11,presto,medium
Motori,['Ernesto Bassignano'],291130.0,0.169,0.744,0.718,0.00595,0.0526,-9.693,0.0348,123.914,0.838,1,8,30,0,1984-01-01,presto,medium
Nel mare delle macchine,['Ernesto Bassignano'],212870.0,0.2,0.831,0.591,5.99E-6,0.0623,-9.963,0.0418,130.627,0.963,1,0,30,0,1984-01-01,presto,medium
At MY Job,['Dead Kennedys'],220667.0,0.00505,0.504,0.926,0.0115,0.872,-5.846,0.0501,106.986,0.232,0,9,26,0,1985-12-21,moderato,medium
Til the Livin' End,['Dokken'],240000.0,0.00169,0.448,0.962,0.043,0.42,-10.893,0.117,125.857,0.0445,1,9,26,0,1985-11-19,presto,medium
The Kind Of Fella I Am,['John Mellencamp'],175267.0,0.03,0.592,0.929,0.00188,0.0929,-3.263,0.0346,144.649,0.848,0,4,26,0,1985-01-01,presto,short
Yaar Bina Chain Kanha Ray - From 'Saaheb' / Soundtrack Version,"['Bappi Lahiri', 'S. Janaki']",273493.0,0.638,0.815,0.515,8.62E-4,0.655,-10.966,0.0397,131.229,0.96,0,6,39,0,1985-01-01,presto,medium
Love Will Follow,['Kenny Loggins'],433000.0,0.681,0.685,0.556,0.39,0.0623,-13.949,0.0356,99.896,0.746,1,7,25,0,1985-05-02,moderato,long
Come to My Aid - 2008 Remaster,['Simply Red'],245107.0,0.301,0.771,0.898,0.0902,0.0889,-6.432,0.0404,116.204,0.961,0,11,42,0,1985-01-01,moderato,medium
Only a Dream in Rio,['James Taylor'],299440.0,0.352,0.637,0.335,8.33E-6,0.0971,-16.99,0.0314,116.129,0.474,0,1,27,0,1985-01-01,moderato,medium
I Knew You When,['Billy Joe Royal'],151947.0,0.723,0.541,0.514,0.0,0.884,-11.845,0.0445,93.377,0.656,0,0,25,0,1985-01-23,moderato,short
Please Don't Walk Away,['George Benson'],230133.0,0.548,0.72,0.489,0.0,0.0725,-9.165,0.028,99.157,0.615,1,9,34,0,1985-01-15,moderato,medium
Lucky Guy,['Modern Talking'],211880.0,0.117,0.654,0.882,4.13E-4,0.0729,-7.243,0.0423,111.16,0.791,0,0,40,0,1985-01-01,moderato,medium
"\"Give It Up - 7\"\" Single Version\"","\"['Evelyn \"\"Champagne\"\" King']\"",230827.0,0.00797,0.792,0.755,1.4E-4,0.0872,-8.841,0.0337,124.79,0.857,1,0,27,0,1985-10-28,presto,medium
The Meaning of Love,['Depeche Mode'],184840.0,0.117,0.722,0.416,0.553,0.0717,-16.62,0.0329,150.359,0.964,1,0,24,0,1985-11-11,presto,medium
The Lady Don't Mind,['Talking Heads'],238560.0,0.304,0.741,0.676,0.0277,0.11,-13.275,0.0316,127.963,0.978,1,7,22,0,1985-07-10,presto,medium
"Concerto For Lute, 2 Violins And Continuo In D, RV 93: 2. Largo","['Antonio Vivaldi', 'Celin Romero', 'Academy of St. Martin in the Fields', 'Iona Brown']",233128.0,0.985,0.478,0.0164,0.959,0.121,-30.142,0.04,109.094,0.323,1,2,28,0,1985-01-01,moderato,medium
Swimming Ground,['Meat Puppets'],186240.0,0.214,0.457,0.822,0.79,0.314,-7.921,0.0475,100.907,0.807,0,11,23,0,1985-01-01,moderato,medium
La vita è adesso,['Claudio Baglioni'],325360.0,0.293,0.684,0.415,0.0,0.087,-14.768,0.0343,122.193,0.392,1,0,51,0,1985-11-15,presto,long
Heaven - 2008 Remaster,['Simply Red'],271893.0,0.0641,0.552,0.474,0.0153,0.21,-7.258,0.0326,130.298,0.406,1,3,41,0,1985-01-01,presto,medium
I'm on Fire for You Baby,['April Wine'],205960.0,0.19,0.356,0.626,0.0,0.0653,-7.657,0.035,148.679,0.389,0,10,24,0,1985-01-01,presto,medium
Never Understand,['The Jesus and Mary Chain'],178920.0,3.35E-5,0.204,0.961,0.837,0.201,-4.214,0.0528,168.146,0.388,1,11,32,0,1985-11-18,presto,short
Nobody knows the troubles I've seen,"['Archie Shepp', 'Horace Parlan']",283227.0,0.995,0.449,0.0247,0.895,0.0947,-19.147,0.0534,66.442,0.291,1,7,32,0,1985-01-01,lento,medium
No One Like You - Live,['Scorpions'],249267.0,0.00247,0.47,0.814,0.0249,0.442,-10.538,0.069,123.565,0.427,0,8,28,0,1985-06-20,presto,medium
You Spin Me Round (Like a Record) - Performance Mix,['Dead Or Alive'],445200.0,0.0495,0.686,0.882,0.048,0.387,-8.747,0.0505,128.206,0.941,0,6,33,0,1985-03-26,presto,long
Here I Stand and Face the Rain,['a-ha'],270533.0,0.158,0.595,0.546,1.84E-5,0.0965,-13.172,0.0307,127.548,0.56,0,11,37,0,1985-06-01,presto,medium
Song for You Far Away,['James Taylor'],176267.0,0.721,0.494,0.106,1.39E-6,0.17,-20.829,0.029,98.799,0.307,0,5,25,0,1985-01-01,moderato,short
Turning,['Les Misérables-Original London Cast'],125333.0,0.97,0.448,0.119,2.79E-6,0.183,-14.342,0.0391,95.993,0.128,1,5,23,0,1985-01-01,moderato,short
Every Turn of the World,['Christopher Cross'],243133.0,0.0381,0.665,0.766,1.56E-5,0.0512,-11.745,0.0331,139.523,0.911,0,1,31,0,1985-01-01,presto,medium
Love Comes Tumbling,['U2'],285893.0,0.00652,0.622,0.413,0.511,0.301,-15.347,0.0311,119.382,0.823,0,11,32,0,1985-06-10,moderato,medium
Don't Wanna Lose You,['Gloria Estefan'],249067.0,0.488,0.551,0.404,2.27E-6,0.143,-12.254,0.0243,82.223,0.491,1,5,30,0,1985-01-01,lento,medium
霧のDOWN TOWN,"['オメガトライブ', 'Kiyotaka Sugiyama']",297093.0,0.306,0.632,0.674,0.0,0.156,-6.26,0.0308,114.886,0.52,0,4,29,0,1985-12-11,moderato,medium
Pseudo Silk Kimono - 2017 Remaster,['Marillion'],133747.0,0.359,0.235,0.261,0.373,0.347,-15.243,0.0359,100.393,0.0686,0,11,43,0,1985-06-17,moderato,short
Sex Rap - Remastered,['Red Hot Chili Peppers'],114800.0,7.11E-4,0.625,0.957,2.54E-6,0.134,-4.697,0.0835,140.515,0.812,0,2,31,1,1985-08-16,presto,short
Run to the Hills - Live at Long Beach Arena; 1998 Remaster,['Iron Maiden'],234440.0,0.0123,0.175,0.969,0.29,0.488,-7.831,0.0639,168.293,0.254,1,0,22,0,1985-10-14,presto,medium
Inside Out - 2016 Remaster,['Phil Collins'],315893.0,0.384,0.633,0.867,0.003,0.0555,-5.096,0.0256,94.803,0.597,1,5,28,0,1985-02-18,moderato,long
Who Knows What Love Is?,['Strawberry Switchblade'],227160.0,0.0417,0.779,0.486,0.00227,0.0947,-11.719,0.0382,112.377,0.692,0,0,27,0,1985-01-01,moderato,medium
Filet of Sole,['The Dead Milkmen'],117173.0,0.00894,0.679,0.777,2.97E-4,0.123,-13.975,0.0412,105.764,0.609,1,11,23,0,1985-06-01,moderato,short
One in a Million,['Modern Talking'],222200.0,0.2,0.764,0.684,3.29E-5,0.084,-8.448,0.0314,114.739,0.916,0,9,38,0,1985-01-01,moderato,medium
Street Of Dreams,['The Damned'],337907.0,0.015,0.405,0.809,0.0207,0.0549,-10.849,0.0508,154.927,0.415,0,9,29,0,1985-07-01,presto,long
Tú Me Estás Volviendo Loco,['José José'],180640.0,0.835,0.599,0.483,0.0,0.377,-7.528,0.0334,95.224,0.547,0,11,40,0,1985-04-27,moderato,medium
Prisionero,['Ángeles Del Infierno'],262733.0,0.00947,0.298,0.814,0.0,0.243,-12.385,0.0884,140.2,0.257,1,9,34,0,1985-03-01,presto,medium
Down On Grandpa's Farm,['Raffi'],164987.0,0.573,0.814,0.357,6.58E-6,0.131,-12.84,0.0419,108.419,0.909,1,11,25,0,1985-01-01,moderato,short
How Will I Know - Acappella,['Whitney Houston'],239413.0,0.945,0.592,0.228,0.0,0.628,-14.942,0.314,118.306,0.413,1,8,29,0,1985-02-14,moderato,medium
The Bowling Song,['Raffi'],127947.0,0.856,0.692,0.203,0.00207,0.101,-14.621,0.0334,136.367,0.757,1,3,24,0,1985-01-01,presto,short
Reach Out,['Stryper'],322600.0,0.0027,0.298,0.914,3.44E-5,0.454,-9.735,0.0772,89.083,0.345,0,7,27,0,1985-01-01,lento,long
You've Lost That Lovin' Feeling,['The Firm'],272933.0,0.361,0.544,0.386,0.0,0.174,-15.566,0.0407,97.62,0.426,1,9,24,0,1985-01-01,moderato,medium
Book of Love,['Frankie Valli & The Four Seasons'],319587.0,0.0992,0.702,0.672,4.74E-5,0.135,-12.258,0.0736,94.2,0.74,1,11,27,0,1985-08-15,moderato,long
Lady Killer,['The Vandals'],224133.0,0.0183,0.476,0.866,1.84E-5,0.0801,-8.075,0.118,76.441,0.873,0,4,24,0,1985-07-01,lento,medium
Go Your Own Way - Live on PBS in Boston 2004,['Fleetwood Mac'],436400.0,0.00172,0.277,0.941,0.0627,0.979,-5.5,0.158,130.723,0.237,1,5,31,0,1985-02-05,presto,long
Getcha Back - Remastered 2000,['The Beach Boys'],181840.0,0.73,0.672,0.871,1.7E-5,0.351,-7.916,0.0445,114.962,0.656,0,1,27,0,1985-06-10,moderato,medium
Ol' Man River (from Show Boat) - 1985 Digital Remaster,['Paul Robeson'],234307.0,0.955,0.442,0.152,0.00989,0.138,-13.911,0.0384,126.236,0.473,1,10,29,0,1985-01-01,presto,medium
Goodnight Saigon,['Billy Joel'],420307.0,0.186,0.586,0.461,7.46E-6,0.0688,-13.003,0.0781,131.539,0.209,1,0,26,0,1985-06-29,presto,long
Keep Your Eye On The Money - Demo,['Mötley Crüe'],229333.0,0.00418,0.464,0.948,0.0,0.085,-5.67,0.0676,133.729,0.508,1,7,27,0,1985-01-01,presto,medium
Hitchhiking,['Steven Wright'],133880.0,0.833,0.448,0.917,0.0,0.879,-11.226,0.935,88.044,0.118,0,5,25,0,1985-01-01,lento,short
Count On You,['Tommy Shaw'],368227.0,0.344,0.469,0.324,0.0,0.138,-13.037,0.0252,80.155,0.373,1,0,22,0,1985-01-01,lento,long
Encore et encore - Remastered,['Francis Cabrel'],273680.0,0.479,0.7,0.794,2.8E-4,0.0921,-8.191,0.0484,164.287,0.858,1,8,55,0,1985-01-01,presto,medium
The Wolf,['Heart'],243234.0,0.0845,0.566,0.976,1.73E-4,0.204,-6.593,0.0544,132.161,0.364,1,7,28,0,1985-07-06,presto,medium
Violent School,['The Dead Milkmen'],117627.0,0.00538,0.455,0.832,0.0,0.0731,-13.681,0.096,130.617,0.466,1,3,23,0,1985-06-01,presto,short
Georgetown,['David Foster'],97493.0,0.956,0.61,0.207,0.911,0.111,-19.068,0.0442,128.113,0.651,1,8,28,0,1985-01-01,presto,short
City Boy Blues - Demo,['Mötley Crüe'],268440.0,0.00703,0.469,0.873,0.0,0.093,-5.136,0.0497,124.821,0.623,1,7,27,0,1985-01-01,presto,medium
Nirvana (2009 Remaster),['The Cult'],326853.0,2.97E-5,0.491,0.706,0.777,0.149,-6.204,0.033,130.721,0.487,1,9,23,0,1985-01-01,presto,long
Tribal War,['Black Roots'],277865.0,0.102,0.788,0.253,0.00459,0.0899,-15.315,0.335,119.583,0.734,1,7,35,0,1985-09-03,moderato,medium
The Living End,['The Jesus and Mary Chain'],135853.0,1.03E-6,0.206,0.711,0.888,0.123,-7.474,0.0443,156.577,0.333,1,10,32,0,1985-11-18,presto,short
Apathy,['Subhumans'],163267.0,0.00873,0.387,0.908,0.0,0.339,-4.634,0.13,104.608,0.517,0,9,26,0,1985-09-15,moderato,short
Hiding Out,['Pete Townshend'],181893.0,0.223,0.691,0.689,0.00354,0.0902,-13.327,0.0418,104.714,0.815,1,8,26,0,1985-11-30,moderato,medium
Danza Rota - Remasterizado 2007,['Soda Stereo'],211667.0,0.1,0.728,0.891,5.7E-4,0.0637,-4.839,0.0564,127.639,0.628,1,0,44,0,1985-10-09,presto,medium
Secondhand Love,['Pete Townshend'],253080.0,0.092,0.609,0.778,0.0759,0.106,-11.353,0.0307,94.351,0.776,1,10,25,0,1985-11-30,moderato,medium
Television Man - Extended Mix,['Talking Heads'],472573.0,0.0875,0.729,0.622,0.00345,0.16,-6.99,0.0398,119.748,0.715,1,9,23,0,1985-07-10,moderato,long
Closer,['The Firm'],173400.0,0.127,0.554,0.79,2.47E-4,0.082,-12.749,0.0381,139.854,0.748,1,9,24,0,1985-01-01,presto,short
She Used to Love Me a Lot,['David Allan Coe'],182600.0,0.26,0.739,0.312,3.02E-4,0.0874,-16.576,0.051,95.956,0.556,0,11,23,0,1985-08-06,moderato,medium
Coming Home - Live,['Scorpions'],197107.0,4.69E-5,0.365,0.871,0.515,0.574,-10.58,0.0774,118.566,0.229,0,10,28,0,1985-06-20,moderato,medium
Limelight,['The Alan Parsons Project'],278920.0,0.726,0.649,0.282,8.66E-6,0.084,-9.011,0.028,81.054,0.377,1,3,36,0,1985-11-01,lento,medium
Shame,['The Motels'],252173.0,0.0102,0.683,0.653,2.78E-5,0.235,-12.812,0.0321,117.847,0.57,1,0,30,0,1985-02-20,moderato,medium
Goro City,['Manu Dibango'],514000.0,0.15,0.768,0.724,0.108,0.0327,-7.994,0.0558,127.64,0.964,0,9,36,0,1985-01-01,presto,long
Laundromat Song,['The Dead Milkmen'],106627.0,0.131,0.517,0.703,1.18E-4,0.102,-14.525,0.0597,132.727,0.746,1,9,23,0,1985-06-01,presto,short
Lyin' Ass Bitch,['Fishbone'],255667.0,0.0745,0.567,0.754,0.0,0.268,-11.74,0.146,183.72,0.962,1,10,24,0,1985-01-01,presto,medium
Dancin' in the Key of Life,['Steve Arrington'],297240.0,0.00981,0.729,0.64,0.00329,0.0656,-11.026,0.0534,115.916,0.775,1,11,30,0,1985-01-01,moderato,medium
Livin' for Your Lover,['Chris Isaak'],176800.0,0.413,0.557,0.659,0.0211,0.355,-14.022,0.0706,149.207,0.558,1,11,30,0,1985-01-01,presto,short
Tell Me Your Name,['Jose Mari Chan'],190667.0,0.934,0.686,0.162,0.00393,0.13,-18.26,0.0397,99.074,0.311,1,11,36,0,1985-01-01,moderato,medium
Sa druge strane jastuka,['Bajaga i Instruktori'],174747.0,0.345,0.681,0.702,0.0167,0.108,-6.478,0.0925,96.161,0.679,0,10,34,0,1985-01-01,moderato,short
Christmas in Dixie,['Alabama'],214720.0,0.51,0.431,0.34,9.5E-5,0.0871,-9.603,0.0287,174.779,0.423,1,2,23,0,1985-09-01,presto,medium
Aftershock,['Anthrax'],268907.0,0.00588,0.265,0.906,0.0288,0.083,-11.721,0.065,163.992,0.587,1,7,29,0,1985-01-01,presto,medium
Maps And Legends - Remastered,['R.E.M.'],190160.0,0.167,0.495,0.72,0.897,0.119,-5.38,0.0288,116.457,0.795,1,2,26,0,1985-06-10,moderato,medium
River Roll On,['The Judds'],232373.0,0.478,0.645,0.313,1.07E-6,0.107,-10.978,0.0313,116.424,0.266,1,0,24,0,1985-10-30,moderato,medium
Radio Africa,['Latin Quarter'],235547.0,0.352,0.756,0.352,1.24E-5,0.315,-13.187,0.0548,136.906,0.787,0,0,24,0,1985-08-05,presto,medium
I've Got Your Image,['Cameo'],288000.0,0.287,0.667,0.507,4.76E-4,0.21,-10.813,0.0324,77.64,0.749,1,2,25,0,1985-01-01,lento,medium
Hunger,['King Kobra'],210053.0,0.0137,0.411,0.966,0.0,0.894,-3.984,0.0891,128.568,0.291,1,9,31,0,1985-01-01,presto,medium
Sole Survivor,['Heavy Pettin'],222000.0,0.059,0.471,0.953,5.19E-5,0.421,-2.145,0.0628,96.19,0.262,1,0,30,0,1985-06-15,moderato,medium
You Look Good To Me,['Cherrelle'],292000.0,0.0443,0.777,0.838,0.0204,0.475,-11.49,0.0312,120.707,0.866,0,4,23,0,1985-01-01,presto,medium
Don't Stop The Dance - Todd Terje Remix,"['Bryan Ferry', 'Todd Terje']",624933.0,0.32,0.699,0.785,0.848,0.59,-13.119,0.0408,126.007,0.935,1,2,34,0,1985-01-01,presto,long
"\"Building The Barn - From \"\"Witness\"\"\"",['Maurice Jarre'],297973.0,0.253,0.0842,0.228,0.897,0.172,-13.7,0.0355,83.316,0.194,1,8,33,0,1985-01-01,lento,medium
Bad Sneakers,['Steely Dan'],199067.0,0.543,0.699,0.351,0.0,0.107,-14.05,0.0588,113.816,0.755,0,11,23,0,1985-01-01,moderato,medium
Insider - Live At The Forum/1981,"['Tom Petty and the Heartbreakers', 'Stevie Nicks']",325803.0,0.374,0.25,0.364,2.91E-6,0.727,-15.726,0.0329,182.124,0.363,1,10,25,0,1985-11-26,presto,long
Green Eyes,['Hüsker Dü'],182040.0,0.112,0.303,0.922,0.393,0.0642,-12.113,0.0485,142.712,0.14,1,5,26,0,1985-01-01,presto,medium
Eleanor Rigby,['Stanley Jordan'],422960.0,0.868,0.385,0.4,0.824,0.158,-14.564,0.0705,155.736,0.273,0,4,30,0,1985-01-01,presto,long
Where or When,['Wynton Marsalis'],169067.0,0.99,0.234,0.0567,0.846,0.318,-16.53,0.0346,78.076,0.27,1,4,23,0,1985-01-01,lento,short
Being Alive,['Barbra Streisand'],203600.0,0.706,0.304,0.703,0.0,0.0642,-7.415,0.11,72.183,0.222,1,9,31,0,1985-01-01,lento,medium
Just Like an Angel,['Modern Talking'],194667.0,0.121,0.626,0.569,4.86E-5,0.332,-15.659,0.0449,118.515,0.834,0,2,40,0,1985-01-01,moderato,medium
Be Chrool to Your Scuel,['Twisted Sister'],234147.0,0.00999,0.62,0.85,1.46E-4,0.165,-10.634,0.0534,76.019,0.833,0,6,33,0,1985-11-09,lento,medium
The Reggae,['Keith Forsey'],187200.0,0.161,0.666,0.245,0.848,0.195,-21.321,0.0668,79.497,0.828,1,5,29,0,1985-01-01,lento,medium
Scoundrel Days,['a-ha'],242493.0,0.194,0.448,0.525,0.00422,0.131,-14.734,0.036,155.995,0.296,1,7,44,0,1986-10-06,presto,medium
Love Touch (Theme from Legal Eagles),"['Rod Stewart', 'Bob Ezrin', 'Bob Loftus', 'Craig Engel', 'David Ahlert', 'David TIckle', 'Jim Dineen', 'Stan Katayama']",243933.0,0.0381,0.494,0.762,2.33E-5,0.0475,-13.15,0.0448,179.009,0.831,1,4,31,0,1986-01-01,presto,medium
I'll Be Thunder,['Tina Turner'],321333.0,0.256,0.57,0.396,4.17E-5,0.0671,-15.71,0.0327,119.696,0.231,1,10,37,0,1986-01-10,moderato,long
