name,artists,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,formatted_date,tempo_category,duration_category
Tell Me,['Dru Hill'],253667.0,0.231,0.723,0.297,0.0,0.115,-9.903,0.0326,130.182,0.541,1,6,48,0,1996-01-01,presto,medium
That Thing You Do!,['The Wonders'],166773.0,0.0446,0.598,0.874,5.86E-6,0.094,-4.222,0.0432,134.52,0.962,1,9,55,0,1996-09-24,presto,short
Chug-A-Lug,['Roger Miller'],119093.0,0.739,0.717,0.324,2.58E-4,0.139,-14.631,0.113,172.189,0.888,1,11,50,0,1996-01-01,presto,short
Love You to Death,['Type O Negative'],428800.0,0.359,0.423,0.738,0.084,0.0801,-7.329,0.0319,111.414,0.276,1,6,53,0,1996-08-19,moderato,long
Feel Alright,['Steve Earle'],176347.0,1.13E-4,0.529,0.792,2.16E-5,0.232,-5.482,0.0298,119.262,0.716,1,0,51,0,1996-03-01,moderato,short
C'mon N' Ride It (The Train),"\"[\"\"Quad City DJ's\"\"]\"",451440.0,0.0913,0.843,0.959,0.0,0.408,-4.933,0.0914,135.988,0.923,0,6,50,0,1996-06-18,presto,long
Lovin' in My Baby's Eyes,['Taj Mahal'],160360.0,0.766,0.599,0.546,1.91E-6,0.104,-8.866,0.0328,85.321,0.493,1,10,52,0,1996-02-26,lento,short
Me Or The Papes,['Jeru The Damaja'],265533.0,0.0314,0.713,0.597,0.0,0.0348,-10.741,0.37,169.646,0.803,0,6,58,1,1996-01-01,presto,medium
Naked Eye,['Luscious Jackson'],280693.0,0.0863,0.737,0.657,0.0339,0.0953,-10.962,0.0284,131.022,0.76,0,4,51,0,1996-01-01,presto,medium
Hybrid Moments - C.I. Recording 1978,['Misfits'],102267.0,0.27,0.17,0.81,0.0445,0.104,-9.339,0.0521,193.791,0.547,1,2,52,0,1996-02-27,presto,short
Pretty Noose,['Soundgarden'],251867.0,1.79E-5,0.389,0.925,0.244,0.222,-7.97,0.0643,150.893,0.317,1,0,53,0,1996-05-21,presto,medium
Where Evil Grows,"['The Poppy Family', 'Terry Jacks', 'Susan Jacks']",171000.0,0.337,0.555,0.656,7.81E-5,0.0961,-9.721,0.0313,107.862,0.68,0,7,55,0,1996-06-11,moderato,short
(Getting Some) Fun out of Life,['Madeleine Peyroux'],192173.0,0.712,0.727,0.413,1.58E-4,0.0765,-9.621,0.0346,110.545,0.314,0,4,58,0,1996-09-27,moderato,medium
I Love Me Some Him,['Toni Braxton'],306933.0,0.575,0.742,0.358,0.0,0.132,-8.959,0.0456,127.843,0.58,1,2,49,0,1996-04-24,presto,long
I Can See Clearly Now,['Johnny Nash'],166933.0,0.518,0.658,0.468,8.68E-5,0.066,-13.19,0.0493,124.227,0.684,1,2,58,0,1996-05-04,presto,short
Wheelz of Steel,['OutKast'],243267.0,0.0531,0.886,0.641,5.42E-4,0.113,-7.263,0.263,111.649,0.489,0,11,51,1,1996-08-27,moderato,medium
Dang Me,['Roger Miller'],102400.0,0.705,0.564,0.378,7.16E-4,0.0723,-14.468,0.168,197.325,0.687,1,9,51,0,1996-01-01,presto,short
When You Love a Woman,['Journey'],246987.0,0.255,0.513,0.514,0.0,0.258,-5.819,0.0274,132.157,0.216,1,1,56,0,1996-10-22,presto,medium
Don't Worry Be Happy,['Bobby McFerrin'],291560.0,0.884,0.644,0.165,1.97E-4,0.0603,-22.591,0.162,67.865,0.779,1,11,51,0,1996-01-01,lento,medium
Say Goodbye,['Dave Matthews Band'],371040.0,0.106,0.606,0.531,4.31E-4,0.0993,-9.954,0.0337,102.629,0.627,1,9,48,0,1996-04-30,moderato,long
I Was Wrong,['Social Distortion'],237573.0,4.34E-4,0.413,0.984,0.0155,0.0939,-3.404,0.0472,122.024,0.405,1,3,53,0,1996-09-10,presto,medium
Motivos,['Grupo Mojado'],249547.0,0.0529,0.835,0.546,0.0,0.101,-15.205,0.0569,92.552,0.819,1,7,53,0,1996-01-01,moderato,medium
We Danced Anyway,['Deana Carter'],202533.0,0.502,0.629,0.721,0.0,0.307,-3.722,0.0277,94.054,0.651,1,6,49,0,1996-01-01,moderato,medium
Two Dope Boyz (In a Cadillac),['OutKast'],162000.0,0.0127,0.809,0.718,0.0,0.062,-4.398,0.287,93.031,0.495,1,7,51,1,1996-08-27,moderato,short
Skandalouz (ft. Nate Dogg),"['2Pac', 'Nate Dogg']",248693.0,0.0201,0.706,0.919,0.0,0.269,-5.054,0.269,92.708,0.805,0,10,55,1,1996-01-01,moderato,medium
Guys Do It All the Time,['Mindy McCready'],191800.0,0.0594,0.551,0.794,2.01E-5,0.231,-5.995,0.0341,165.813,0.587,1,0,50,0,1996-04-30,presto,medium
Follow You Down,['Gin Blossoms'],270067.0,0.0123,0.461,0.924,0.0,0.0342,-7.047,0.0449,155.829,0.68,0,4,49,0,1996-01-01,presto,medium
Jump On It,['Sir Mix-A-Lot'],300533.0,0.0691,0.908,0.938,0.0,0.799,-5.682,0.201,113.974,0.751,1,2,48,1,1996-01-01,moderato,long
Til I Hear It From You,['Gin Blossoms'],232467.0,0.08,0.578,0.764,0.0,0.291,-7.997,0.0294,124.417,0.722,1,9,53,0,1996-01-01,presto,medium
Shady Grove,"['Jerry Garcia', 'David Grisman']",259533.0,0.924,0.706,0.378,0.0738,0.0931,-15.293,0.0379,106.123,0.955,1,7,49,0,1996-10-29,moderato,medium
Cosas Buenas Que Parecen Malas,['Los Rehenes'],170600.0,0.255,0.729,0.579,2.74E-5,0.245,-7.793,0.0378,83.009,0.916,1,5,53,0,1996-01-01,lento,short
La Cosa Mas Bella,['Eros Ramazzotti'],265627.0,0.0813,0.708,0.752,0.0,0.204,-6.679,0.026,110.0,0.599,1,8,67,0,1996-05-01,moderato,medium
We've Got It Goin' On - Radio Edit,['Backstreet Boys'],219467.0,0.0851,0.758,0.875,0.0,0.227,-4.518,0.0363,112.966,0.91,0,3,47,0,1996-01-01,moderato,medium
Express Yourself - Remix,['N.W.A.'],261400.0,0.00204,0.852,0.803,0.0,0.121,-6.929,0.264,96.2,0.752,0,6,59,1,1996-07-02,moderato,medium
Put A Little Love In Your Heart,['Jackie DeShannon'],156533.0,0.71,0.579,0.362,5.3E-4,0.126,-12.442,0.0284,100.561,0.401,1,9,50,0,1996-01-01,moderato,short
Sleep to Dream,['Fiona Apple'],248560.0,0.0301,0.725,0.575,4.84E-5,0.136,-9.769,0.0511,144.157,0.757,1,2,50,0,1996-07-23,presto,medium
Where It's At,['Beck'],330947.0,0.169,0.68,0.671,0.0286,0.076,-7.142,0.0536,96.941,0.532,1,2,48,0,1996-06-18,moderato,long
(Love Is) The Tender Trap,['Frank Sinatra'],177907.0,0.418,0.57,0.268,0.0,0.241,-11.449,0.0519,119.903,0.51,1,5,54,0,1996-01-01,moderato,short
Reunited,['Wu-Tang Clan'],321733.0,0.037,0.611,0.721,1.21E-4,0.184,-7.607,0.443,180.074,0.832,1,8,58,1,1997-06-03,presto,long
Loco,['Coal Chamber'],254693.0,0.00178,0.497,0.914,0.00105,0.258,-6.532,0.0601,133.738,0.16,1,6,57,1,1997-01-01,presto,medium
Six Days On The Road,['Sawyer Brown'],173427.0,0.136,0.547,0.887,0.0,0.142,-2.696,0.0518,165.479,0.84,1,7,53,0,1997-04-15,presto,short
Building a Mystery,['Sarah McLachlan'],247307.0,0.403,0.505,0.518,0.0,0.129,-8.601,0.023,81.019,0.472,1,2,54,0,1997-08-29,lento,medium
Pass Me Da Green,['Master P'],185467.0,5.06E-4,0.645,0.458,0.0,0.108,-8.064,0.176,145.963,0.207,1,1,51,1,1997-01-01,presto,medium
Hybrid Moments,['Misfits'],102267.0,0.224,0.161,0.836,0.0802,0.0926,-9.324,0.0519,193.782,0.487,1,2,55,0,1997-01-01,presto,short
The Perfect Drug,['Nine Inch Nails'],315440.0,0.0207,0.627,0.883,0.00346,0.323,-8.988,0.0947,149.024,0.252,0,5,55,0,1997-02-18,presto,long
"Landslide - Live at Warner Brothers Studios in Burbank, CA 5/23/97",['Fleetwood Mac'],268200.0,0.834,0.399,0.426,2.41E-4,0.686,-10.262,0.0446,145.179,0.433,1,10,56,0,1997-08-19,presto,medium
"\"Kiss the Girl - From \"\"The Little Mermaid\"\"/ Soundtrack Version\"",['Samuel E. Wright'],163387.0,0.661,0.671,0.225,0.0,0.102,-16.569,0.0493,134.852,0.717,1,0,56,0,1997-01-01,presto,short
My Way,['Usher'],214853.0,0.0105,0.815,0.521,0.0,0.0509,-8.178,0.136,90.079,0.887,0,5,53,0,1997-09-16,moderato,medium
Boogie Woogie Wu,['Insane Clown Posse'],264333.0,0.00356,0.729,0.703,2.06E-6,0.38,-6.671,0.226,88.038,0.357,1,7,52,1,1997-01-01,lento,medium
Adia,['Sarah McLachlan'],244667.0,0.722,0.526,0.37,0.0,0.157,-10.535,0.025,76.002,0.251,1,3,56,0,1997-08-29,lento,medium
16 Days,['Whiskeytown'],234667.0,0.265,0.574,0.72,9.88E-6,0.0998,-6.565,0.0508,127.553,0.406,1,0,52,0,1997-01-01,presto,medium
Breakdown,"['Mariah Carey', 'Krayzie Bone', 'Wishbone']",283573.0,0.0132,0.717,0.432,0.0,0.099,-9.138,0.0414,135.874,0.319,0,6,55,0,1997-09-03,presto,medium
Nothin' But The Taillights,['Clint Black'],233960.0,0.223,0.56,0.841,7.03E-5,0.365,-7.92,0.0432,154.852,0.756,1,7,51,0,1997-04-09,presto,medium
Everywhere,['Tim McGraw'],290627.0,0.432,0.622,0.617,0.0,0.133,-8.825,0.0241,103.382,0.456,1,7,51,0,1997-06-03,moderato,medium
Make Me Lose Control,['Eric Carmen'],285947.0,0.0728,0.724,0.619,0.0,0.205,-9.074,0.0242,109.029,0.746,1,4,55,0,1997-01-01,moderato,medium
Smack My Bitch Up,['The Prodigy'],342733.0,0.00314,0.607,0.993,0.593,0.112,-4.511,0.148,136.208,0.229,0,10,64,1,1997-01-01,presto,long
The Memory Remains,['Metallica'],279240.0,3.21E-4,0.432,0.904,0.00982,0.206,-3.697,0.0432,144.401,0.6,0,10,51,0,1997-11-18,presto,medium
Sound Is Vibration,['Atmosphere'],237200.0,0.0315,0.779,0.712,0.0,0.353,-9.162,0.357,88.042,0.495,1,7,52,1,1997-01-01,lento,medium
Why U Bullshittin'?,['Suga Free'],265000.0,0.0173,0.842,0.691,0.0,0.346,-4.128,0.238,95.038,0.697,0,6,50,1,1997-01-01,moderato,medium
Make 'Em Say Ugh,"['Master P', 'Silkk The Shocker', 'Mia X', 'Fiend']",306467.0,0.0121,0.601,0.73,0.0,0.229,-6.88,0.464,83.233,0.371,0,6,50,1,1997-01-01,lento,long
All I Want,['The Offspring'],114667.0,0.01,0.205,0.973,0.0,0.393,-3.389,0.124,172.689,0.565,0,6,61,0,1997-02-04,presto,short
Everything To Everyone,['Everclear'],200267.0,0.0919,0.646,0.945,1.53E-5,0.0599,-5.689,0.0473,100.027,0.796,1,0,52,0,1997-10-07,moderato,medium
Not Gon' Cry,['Mary J. Blige'],294267.0,0.664,0.758,0.424,0.0,0.095,-8.935,0.0468,110.087,0.455,0,2,51,0,1997-01-01,moderato,medium
Pink,['Aerosmith'],235360.0,0.0134,0.431,0.751,4.45E-6,0.126,-5.124,0.0423,171.848,0.777,1,0,61,0,1997-03-18,presto,medium
Da Funk,['Daft Punk'],328680.0,0.00196,0.806,0.7,0.891,0.267,-5.269,0.0752,111.215,0.892,0,0,60,0,1997-01-16,moderato,long
Black,['Sevendust'],248906.0,1.33E-5,0.565,0.968,0.188,0.089,-5.165,0.0568,108.003,0.693,1,1,52,1,1997-01-01,moderato,medium
Airbag,['Radiohead'],287880.0,0.00792,0.306,0.872,0.8,0.261,-7.313,0.05,167.946,0.648,1,2,58,0,1997-05-28,presto,medium
Funkin' for Jamaica,['Tom Browne'],280933.0,0.436,0.854,0.776,0.175,0.0549,-9.85,0.217,111.212,0.656,1,8,54,0,1997-07-16,moderato,medium
"All the Times (feat. Faith Evans, Coko & Missy Elliott)","['LSG', 'Coko', 'Faith Evans', 'Missy Elliott']",291707.0,0.0687,0.732,0.42,1.28E-6,0.289,-6.867,0.0514,137.45,0.473,1,6,51,0,1997-10-31,presto,medium
"\"Can We (feat. Missy \"\"Misdemeanor\"\" Elliott)\"","['SWV', 'Missy Elliott']",290627.0,0.133,0.775,0.568,0.0141,0.0576,-8.735,0.094,85.452,0.769,0,8,53,0,1997-07-29,lento,medium
Volcano Girls,['Veruca Salt'],198933.0,7.89E-4,0.543,0.961,1.29E-6,0.431,-2.749,0.0373,131.463,0.567,1,4,54,0,1997-01-01,presto,medium
I Love the Way You Love Me,['John Michael Montgomery'],241307.0,0.63,0.447,0.319,1.35E-6,0.106,-10.732,0.0264,162.109,0.246,1,8,51,0,1997-01-01,presto,medium
Natural Born Killaz,"['Ice Cube', 'Dr. Dre']",289227.0,0.0164,0.738,0.915,9.79E-5,0.627,-7.754,0.189,91.058,0.544,1,9,55,1,1997-01-01,moderato,medium
The Shake,['Neal McCoy'],213333.0,0.0755,0.677,0.892,6.6E-6,0.202,-5.709,0.0527,145.921,0.898,1,9,51,0,1997-10-17,presto,medium
Hypnotize - 2014 Remaster,['The Notorious B.I.G.'],237493.0,0.12,0.896,0.67,0.0,0.182,-4.015,0.274,93.947,0.672,1,9,50,0,1997-03-04,moderato,medium
Payaso de rodeo,['Caballo Dorado'],254667.0,0.0319,0.682,0.844,0.00162,0.0536,-9.452,0.036,115.883,0.891,1,9,56,0,1997-06-03,moderato,medium
Flaca,['Andrés Calamaro'],277653.0,0.21,0.739,0.745,0.0135,0.127,-6.658,0.0267,109.326,0.949,1,7,73,0,1997-01-01,moderato,medium
Kick in the Door - 2014 Remaster,['The Notorious B.I.G.'],286187.0,0.103,0.62,0.854,0.0,0.402,-5.578,0.628,179.801,0.671,1,6,56,1,1997-03-04,presto,medium
Burn Rubber On Me (Why You Wanna Hurt Me),['The Gap Band'],252307.0,0.0986,0.764,0.733,0.00104,0.171,-10.763,0.0538,116.185,0.887,0,11,53,0,1997-01-01,moderato,medium
Hoochie Mama,['2 LIVE CREW'],180573.0,0.00107,0.895,0.9,6.61E-4,0.239,-8.905,0.195,131.671,0.896,1,7,51,1,1997-10-28,presto,medium
Go the Distance,['Michael Bolton'],280640.0,0.399,0.363,0.435,0.0,0.219,-8.141,0.0307,125.892,0.148,1,2,59,0,1997-11-04,presto,medium
Entre Perico Y Perico,['Grupo Exterminador'],300440.0,0.606,0.52,0.498,3.97E-4,0.349,-8.036,0.17,175.284,0.817,1,8,54,0,1997-01-01,presto,long
Sabor a Mi,['Luis Miguel'],185040.0,0.645,0.663,0.579,0.0,0.189,-6.982,0.0269,89.929,0.48,1,10,49,0,1997-08-12,lento,medium
A.M. 180,['Grandaddy'],200667.0,6.58E-4,0.296,0.421,0.931,0.285,-8.724,0.0313,88.166,0.211,1,5,50,0,1997-10-21,lento,medium
Eres Mi Droga,['Intocable'],207227.0,0.228,0.636,0.704,1.17E-6,0.068,-9.88,0.0849,188.184,0.964,0,7,56,0,1997-01-01,presto,medium
Firestarter,['The Prodigy'],279800.0,0.00339,0.534,0.946,0.442,0.164,-5.167,0.0793,141.517,0.379,1,11,64,0,1997-01-01,presto,medium
Gabino Barrera,['Antonio Aguilar'],177389.0,0.712,0.608,0.468,0.0,0.1,-5.49,0.0308,93.432,0.894,1,5,58,0,1997-06-19,moderato,short
Ain't No Stoppin' Us Now,['McFadden & Whitehead'],220867.0,0.127,0.747,0.701,0.0,0.084,-7.7,0.0453,112.964,0.87,1,1,57,0,1997-01-01,moderato,medium
Heigh-Ho,['The Dwarf Chorus'],166933.0,0.779,0.789,0.673,0.0281,0.183,-10.508,0.047,102.661,0.744,1,0,51,0,1997-01-01,moderato,short
Losing a Whole Year,['Third Eye Blind'],200640.0,3.39E-5,0.423,0.848,1.52E-4,0.0775,-6.3,0.0349,175.838,0.658,1,4,50,0,1997-04-08,presto,medium
If I Can't Have You,['Yvonne Elliman'],180160.0,0.102,0.616,0.681,1.47E-6,0.296,-10.773,0.0416,109.454,0.811,1,11,53,0,1997-01-01,moderato,medium
I Belong To You (Every Time I See Your Face),['Rome'],273267.0,0.026,0.759,0.337,0.0,0.0753,-11.034,0.035,117.845,0.335,0,0,49,0,1997-01-01,moderato,medium
Little Green Bag,['George Baker Selection'],195333.0,0.0434,0.706,0.609,8.92E-4,0.0771,-14.051,0.0322,103.462,0.878,1,7,52,0,1997-02-11,moderato,medium
Sixteen Tons,['Tennessee Ernie Ford'],158307.0,0.796,0.693,0.324,0.0,0.246,-15.085,0.205,144.14,0.382,1,11,56,0,1997-01-01,presto,short
Stand By Me - Remastered,['Oasis'],355867.0,0.0854,0.192,0.824,0.00284,0.182,-2.605,0.041,169.964,0.347,1,7,50,0,1997-08-21,presto,long
Hechicera,['Maná'],298653.0,0.0294,0.679,0.755,0.00428,0.0663,-5.846,0.0332,92.945,0.696,0,9,58,0,1997-10-10,moderato,medium
Entre Perico Y Perico,['El As De La Sierra'],190400.0,0.14,0.498,0.498,0.0,0.104,-8.809,0.0719,192.3,0.964,1,10,50,0,1997-05-04,presto,medium
El Cuarto de Tula,['Buena Vista Social Club'],444533.0,0.595,0.552,0.664,4.09E-4,0.299,-13.167,0.0454,104.776,0.858,1,9,63,0,1997-06-23,moderato,long
Sock It 2 Me (feat. Da Brat),"['Missy Elliott', 'Da Brat']",257467.0,0.00791,0.874,0.498,0.00375,0.102,-9.108,0.233,81.998,0.599,1,8,54,1,1997-07-11,lento,medium
Everything,['Mary J. Blige'],299027.0,0.137,0.586,0.572,0.0,0.57,-7.523,0.0398,81.893,0.563,0,5,52,0,1997-01-01,lento,medium
Into My Arms - 2011 Remastered Version,['Nick Cave & The Bad Seeds'],256120.0,0.894,0.484,0.0874,0.154,0.11,-17.796,0.0394,94.163,0.219,1,0,65,0,1997-01-01,moderato,medium
I Love The Dough (feat. Jay-Z & Angela Winbush) - 2014 Remaster,"['The Notorious B.I.G.', 'Angela Winbush', 'JAY-Z']",311533.0,0.178,0.774,0.776,0.0,0.283,-5.331,0.304,99.071,0.654,1,6,54,1,1997-03-04,moderato,long
Niggas Bleed - 2014 Remaster,['The Notorious B.I.G.'],291040.0,0.354,0.541,0.847,0.0,0.231,-3.386,0.264,83.778,0.546,1,1,53,1,1997-03-04,lento,medium
A Star Is Born,"['Cheryl Freeman', 'LaChanze', 'Vaneese Thomas', 'Lillias White', 'Roz Ryan']",124200.0,0.382,0.681,0.833,5.59E-6,0.391,-6.248,0.0847,117.54,0.725,1,0,50,0,1997-01-01,moderato,short
Two Coins,['Dispatch'],186520.0,0.858,0.536,0.305,2.9E-6,0.101,-8.645,0.121,175.184,0.643,1,7,50,0,1997-09-01,presto,medium
Lucky Man,['The Verve'],293587.0,0.255,0.407,0.663,1.66E-4,0.0913,-7.591,0.0305,75.989,0.211,1,2,64,0,1997-09-29,lento,medium
"\"Supercalifragilisticexpialidocious - From \"\"Mary Poppins\"\"/Soundtrack Version\"","['Julie Andrews', 'Dick Van Dyke', 'The Pearlie Chorus']",123027.0,0.607,0.524,0.609,0.0,0.126,-13.03,0.401,80.232,0.948,0,7,57,0,1997-01-01,lento,short
Muñeca De Ojos De Miel,['Los Mier'],200373.0,0.713,0.545,0.387,0.0,0.077,-9.655,0.0312,123.331,0.283,1,7,48,0,1997-01-01,presto,medium
Dos Gardenias,['Buena Vista Social Club'],182973.0,0.826,0.547,0.2,3.84E-5,0.135,-16.734,0.0392,91.768,0.551,0,4,63,0,1997-06-23,moderato,medium
Freak,['Silverchair'],226107.0,0.00451,0.539,0.883,1.38E-6,0.0606,-6.614,0.0653,118.043,0.406,0,6,58,0,1997-01-01,moderato,medium
I'd Rather Give You My Bitch,['Suga Free'],304333.0,0.0848,0.935,0.731,0.0,0.0506,-5.564,0.137,114.007,0.766,0,11,48,1,1997-01-01,moderato,long
Come on Eileen,['Save Ferris'],249133.0,0.0545,0.375,0.894,0.0,0.593,-6.366,0.0974,115.366,0.324,1,2,54,0,1997-08-25,moderato,medium
Nice Guys Finish Last,['Green Day'],168867.0,3.27E-5,0.494,0.993,0.0241,0.173,-2.919,0.0705,93.972,0.777,0,1,55,1,1997-10-14,moderato,short
Cómo Dueles En Los Labios,['Maná'],247640.0,0.441,0.525,0.391,0.0226,0.0857,-8.98,0.0283,178.354,0.299,1,7,58,0,1997-10-10,presto,medium
Around the Fur,['Deftones'],211733.0,1.94E-5,0.449,0.87,0.0411,0.0797,-4.241,0.112,79.952,0.229,0,5,52,1,1997-10-27,lento,medium
Doin' Just Fine,['Boyz II Men'],332200.0,0.472,0.633,0.424,0.0,0.114,-5.965,0.0346,113.911,0.257,1,6,48,0,1997-03-23,moderato,long
Purple Haze,['Jimi Hendrix'],171427.0,0.00627,0.529,0.898,0.728,0.0668,-5.249,0.0786,108.599,0.434,1,2,53,0,1997-09-16,moderato,short
One Last Hope,['Danny DeVito'],180733.0,0.643,0.651,0.442,0.0,0.369,-12.903,0.178,99.656,0.658,1,0,49,0,1997-01-01,moderato,medium
One,['Creed'],302533.0,2.14E-5,0.557,0.933,8.66E-6,0.117,-3.7,0.035,110.946,0.435,0,6,54,0,1997-01-01,moderato,long
Candela,['Buena Vista Social Club'],327867.0,0.719,0.525,0.619,1.68E-4,0.289,-12.322,0.0354,101.045,0.814,1,9,62,0,1997-06-23,moderato,long
What's This Life For,['Creed'],248227.0,0.00966,0.393,0.78,1.37E-5,0.105,-4.771,0.0317,141.772,0.204,1,7,53,0,1997-01-01,presto,medium
Lucky,['Radiohead'],258813.0,0.053,0.206,0.4,0.638,0.111,-9.813,0.0324,133.442,0.196,0,11,57,0,1997-05-28,presto,medium
Hills And Valleys,['Buju Banton'],273040.0,0.477,0.687,0.544,0.0,0.0937,-8.642,0.162,72.082,0.742,1,3,56,0,1997-01-01,lento,medium
"Comprendes, Mendes?",['Control Machete'],215267.0,5.15E-4,0.84,0.714,0.0479,0.408,-7.031,0.212,93.998,0.34,1,9,60,0,1997-01-01,moderato,medium
Josie,['blink-182'],199827.0,5.96E-5,0.435,0.979,2.65E-4,0.128,-5.154,0.105,99.956,0.611,1,11,49,0,1997-01-01,moderato,medium
Y Hubo Alguien,['Marc Anthony'],388360.0,0.636,0.474,0.879,0.0,0.16,-3.979,0.115,91.094,0.668,0,4,61,0,1997-01-01,moderato,long
Tiburon,['Proyecto Uno'],303107.0,0.151,0.879,0.718,2.75E-5,0.0513,-12.984,0.0523,130.167,0.891,1,0,56,0,1997-01-01,presto,long
A Taste of Honey - Live,['Paul Desmond'],271000.0,0.918,0.492,0.151,0.00352,0.11,-18.015,0.0421,124.919,0.214,0,5,54,0,1997-08-26,presto,medium
Blues Run the Game - Studio Outtake - 1965,['Simon & Garfunkel'],171293.0,0.904,0.516,0.118,1.12E-6,0.109,-19.164,0.0331,91.693,0.398,1,11,54,0,1997-11-04,moderato,short
Something About The Way You Look Tonight - Edit Version,['Elton John'],240547.0,0.174,0.48,0.628,3.28E-5,0.0753,-7.643,0.0262,143.412,0.541,1,6,57,0,1997-01-01,presto,medium
