name,artists,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,formatted_date,tempo_category,duration_category
I Got The Same Old Blues,['J.J. Cale'],179667.0,0.347,0.845,0.419,0.392,0.0474,-12.757,0.0446,91.015,0.948,0,4,41,0,1974-04-30,moderato,short
Before And After,['Rush'],334600.0,0.016,0.32,0.773,0.0188,0.291,-9.553,0.0606,100.829,0.169,1,9,34,0,1974-01-01,moderato,long
Southern Woman,['The Marshall Tucker Band'],474667.0,0.0729,0.527,0.557,0.0964,0.105,-6.883,0.0288,72.28,0.615,1,2,31,0,1974-08-01,lento,long
Flick Of The Wrist,['Queen'],197467.0,0.171,0.416,0.699,0.0,0.632,-10.832,0.0607,74.037,0.599,0,4,31,0,1974-11-08,lento,medium
Bad Company - 2015 Remaster,['Bad Company'],288680.0,0.356,0.529,0.459,0.257,0.0778,-11.081,0.0295,115.04,0.466,1,8,34,0,1974-01-01,moderato,medium
Psycho,['Jack Kittel'],223345.0,0.633,0.651,0.392,0.0,0.268,-13.494,0.0278,95.736,0.578,1,9,34,0,1974-01-01,moderato,medium
Take This Job and Shove It Too - 1977 Version,['David Allan Coe'],175200.0,0.356,0.706,0.354,0.0,0.316,-12.262,0.0307,128.156,0.774,1,7,31,0,1974-01-01,presto,short
Pride of Cucamonga - 2013 Remaster,['Grateful Dead'],257116.0,0.453,0.601,0.468,0.0041,0.107,-13.456,0.0269,136.772,0.69,1,9,31,0,1974-01-01,presto,medium
Easin' In,['Edwin Starr'],194613.0,0.336,0.844,0.395,0.264,0.108,-11.151,0.145,86.969,0.872,1,6,38,0,1974-01-01,lento,medium
Phaedra - Remastered 2018,['Tangerine Dream'],1059351.0,0.87,0.275,0.381,0.932,0.0865,-18.374,0.042,148.955,0.0648,0,2,38,0,1974-02-20,presto,long
Lágrimas Negras,['Gal Costa'],215440.0,0.979,0.472,0.0322,0.00288,0.111,-22.076,0.0378,90.205,0.138,0,9,46,0,1974-01-01,moderato,medium
Just Like This Train,['Joni Mitchell'],264467.0,0.668,0.656,0.373,0.0,0.199,-12.85,0.026,102.888,0.52,1,0,34,0,1974-01-17,moderato,medium
Life Is Just A Tire Swing,['Jimmy Buffett'],185400.0,0.445,0.539,0.487,0.0,0.0459,-13.557,0.0377,169.898,0.827,0,11,30,0,1974-01-01,presto,medium
Some Kind Of Wonderful - Remastered,['Grand Funk Railroad'],392733.0,0.236,0.575,0.808,1.16E-5,0.21,-6.99,0.398,121.45,0.155,1,2,33,0,1974-12-01,presto,long
Body Heat,['Quincy Jones'],238867.0,0.492,0.344,0.389,0.00361,0.125,-17.961,0.0422,172.675,0.727,0,1,36,0,1974-01-01,presto,medium
Catch A Wave,['The Beach Boys'],130533.0,0.489,0.64,0.563,0.0,0.0362,-12.083,0.0377,139.992,0.961,1,2,32,0,1974-01-01,presto,short
Tattler,['Ry Cooder'],259293.0,0.253,0.743,0.268,9.39E-6,0.12,-15.981,0.0429,115.712,0.648,1,5,36,0,1974-01-01,moderato,medium
Borinquen Tiene Montuno,['Ismael Miranda'],359887.0,0.728,0.557,0.802,4.88E-5,0.226,-5.444,0.034,99.64,0.898,1,9,35,0,1974-01-01,moderato,long
"Medley: Cold, Cold, Cold / Tripe Face Boogie",['Little Feat'],599267.0,0.483,0.369,0.556,0.124,0.418,-12.923,0.043,157.619,0.668,1,9,32,0,1974-01-01,presto,long
I Wouldn't Treat A Dog (The Way You Treated Me) - Single Version,"\"['Bobby \"\"Blue\"\" Bland']\"",198533.0,0.964,0.685,0.269,0.911,0.103,-18.761,0.0265,98.341,0.871,0,7,34,0,1974-01-01,moderato,medium
Go on and Cry,['Les McCann'],320000.0,0.533,0.376,0.672,5.51E-5,0.362,-9.218,0.0397,94.868,0.638,1,10,37,0,1974-01-01,moderato,long
Freefall,['Camel'],354493.0,3.85E-4,0.341,0.568,0.667,0.269,-14.17,0.0429,130.798,0.425,1,5,34,0,1974-01-04,presto,long
Black Frost,"['Grover Washington, Jr.']",366573.0,0.119,0.71,0.517,0.0162,0.0858,-8.983,0.0655,89.378,0.808,0,10,35,0,1974-01-01,lento,long
Try Love Again,['The Natural Four'],265040.0,0.413,0.459,0.507,1.93E-4,0.103,-13.487,0.049,173.025,0.928,0,9,38,0,1974-01-01,presto,medium
It'll Shine When It Shines,['The Ozark Mountain Daredevils'],218893.0,0.771,0.598,0.223,0.0,0.334,-13.963,0.0309,114.485,0.57,1,7,33,0,1974-01-01,moderato,medium
Only You (And You Alone),['Ringo Starr'],207240.0,0.13,0.83,0.303,4.47E-4,0.0825,-16.004,0.0371,96.752,0.882,1,4,40,0,1974-01-01,moderato,medium
A New Life,['The Marshall Tucker Band'],404067.0,0.195,0.327,0.867,0.143,0.0957,-5.325,0.046,159.336,0.701,1,7,31,0,1974-08-01,presto,long
Rock 'n' Roll with Me - 2016 Remaster,['David Bowie'],242907.0,0.405,0.391,0.474,0.0,0.0738,-13.518,0.0301,76.22,0.443,1,0,38,0,1974-05-24,lento,medium
To Be True (feat. Teddy Pendergrass),"['Harold Melvin & The Blue Notes', 'Teddy Pendergrass']",279427.0,0.166,0.391,0.432,0.0,0.129,-14.698,0.0796,177.466,0.523,1,0,35,0,1974-03-01,presto,medium
Root Beer Rag,['Billy Joel'],183333.0,0.247,0.415,0.704,0.828,0.126,-8.889,0.0306,144.144,0.883,1,1,34,0,1974-10-11,presto,medium
Rudy - Remastered,['Supertramp'],440834.0,0.351,0.426,0.263,0.00291,0.384,-16.098,0.0493,134.673,0.25,0,5,45,0,1974-09-01,presto,long
"Distant Lover - Live At Oakland Coliseum, CA/1974",['Marvin Gaye'],374973.0,0.237,0.386,0.552,4.9E-6,0.939,-9.792,0.0663,136.153,0.478,1,9,31,0,1974-06-19,presto,long
King Of Trees,['Yusuf / Cat Stevens'],307507.0,0.508,0.551,0.418,0.0355,0.174,-10.265,0.0377,76.731,0.202,1,0,39,0,1974-01-01,lento,long
(If Loving You Is Wrong) I Don't Want To Be Right,['Millie Jackson'],235877.0,0.0507,0.508,0.397,0.0,0.134,-13.727,0.056,131.664,0.336,0,4,38,0,1974-01-01,presto,medium
One More Time,['Redbone'],182627.0,0.446,0.647,0.736,0.0,0.658,-7.42,0.0364,108.118,0.972,1,11,36,0,1974-09-20,moderato,medium
Along Came Betty,['Quincy Jones'],287333.0,0.831,0.591,0.48,0.944,0.128,-20.052,0.0502,97.191,0.559,0,7,36,0,1974-01-01,moderato,medium
Cuando Te Vea,['Bobby Valentin'],327520.0,0.485,0.682,0.753,8.75E-4,0.0905,-4.743,0.0414,93.576,0.961,0,10,36,0,1974-12-31,moderato,long
Wayfaring Pilgrim,['Roy Buchanan'],308027.0,0.271,0.366,0.167,0.884,0.226,-16.925,0.033,168.634,0.458,0,0,31,0,1974-01-01,presto,long
Steel And Glass - Remastered 2010,['John Lennon'],279733.0,0.597,0.238,0.567,2.49E-5,0.0636,-12.035,0.0339,148.271,0.337,1,7,40,0,1974-09-26,presto,medium
Mainline,['KISS'],232153.0,0.0811,0.597,0.794,3.21E-4,0.0698,-7.998,0.0594,124.239,0.905,1,1,38,0,1974-10-22,presto,medium
It's Possible,"['Piero Piccioni', 'Catherine Howe']",295267.0,0.946,0.369,0.262,4.28E-4,0.0784,-12.011,0.0316,115.022,0.181,1,5,34,0,1974-12-02,moderato,medium
Help Me Thru The Night,['Joe Walsh'],220125.0,0.483,0.497,0.302,6.65E-6,0.138,-17.03,0.0269,135.339,0.511,1,5,33,0,1974-12-14,presto,medium
Then Came You,"['Dionne Warwick', 'The Spinners']",240507.0,0.426,0.817,0.799,0.0,0.503,-6.542,0.104,116.333,0.71,0,9,32,0,1974-01-01,moderato,medium
Flick Of The Wrist - Remastered 2011,['Queen'],197293.0,0.0456,0.325,0.834,4.49E-5,0.227,-6.059,0.0874,148.3,0.552,0,4,30,0,1974-11-08,presto,medium
Roll Away the Stone,['Mott The Hoople'],188973.0,0.0331,0.556,0.901,0.0,0.728,-7.627,0.0533,124.652,0.701,1,1,42,0,1974-01-01,presto,medium
People Gotta Move,['Gino Vannelli'],201600.0,0.215,0.739,0.621,0.0161,0.0557,-13.604,0.0452,117.11,0.721,1,7,35,0,1974-01-01,moderato,medium
We Are the Dead - 2016 Remaster,['David Bowie'],301773.0,0.76,0.373,0.279,1.51E-6,0.103,-16.957,0.0413,138.547,0.287,1,5,38,0,1974-05-24,presto,long
Take This Longing,['Leonard Cohen'],246733.0,0.793,0.498,0.0662,0.0653,0.119,-23.294,0.0394,146.972,0.17,1,5,43,0,1974-08-11,presto,medium
Sam,['Quiet World'],172413.0,0.766,0.53,0.407,0.0129,0.547,-11.045,0.0272,71.355,0.347,1,9,35,0,1974-05-01,lento,short
My Thang - Single Version,['James Brown'],259760.0,0.0437,0.523,0.743,0.0,0.322,-10.76,0.24,202.607,0.648,1,1,37,0,1974-01-01,presto,medium
Doesn't Somebody Want To Be Wanted,"['David Cassidy', 'The Partridge Family']",167733.0,0.634,0.742,0.387,0.0,0.0424,-13.822,0.0349,113.045,0.878,1,10,33,0,1974-01-01,moderato,short
Izzat Love? - 2015 Remaster,['Todd Rundgren'],115173.0,0.0212,0.49,0.529,0.0,0.243,-10.946,0.125,128.155,0.856,1,0,32,0,1974-01-01,presto,short
Surfin' Safari,['The Beach Boys'],128093.0,0.847,0.529,0.725,1.84E-5,0.0724,-8.788,0.06,159.144,0.96,1,9,32,0,1974-01-01,presto,short
The March Of The Black Queen - 2011 Mix,['Queen'],392947.0,0.0869,0.331,0.692,1.34E-5,0.639,-8.444,0.0754,112.623,0.141,0,9,30,0,1974-03-08,moderato,long
Hearts on Fire - Remastered Version,['Gram Parsons'],232693.0,0.762,0.372,0.431,1.06E-5,0.109,-10.494,0.0264,149.357,0.385,1,7,33,0,1974-01-01,presto,medium
Divers Do It Deeper,['David Allan Coe'],181147.0,0.527,0.651,0.558,0.0,0.241,-9.521,0.0318,134.04,0.898,1,4,30,0,1974-01-01,presto,medium
Actual Proof,['Herbie Hancock'],579760.0,0.403,0.427,0.818,0.228,0.138,-10.912,0.0491,128.628,0.749,0,10,36,0,1974-09-06,presto,long
Stories We Could Tell,['Jimmy Buffett'],201840.0,0.672,0.576,0.395,0.0,0.0689,-15.262,0.0304,153.002,0.818,1,2,30,0,1974-01-01,presto,medium
Walking In The Wind,['Traffic'],411667.0,0.0542,0.542,0.488,7.38E-4,0.23,-13.215,0.0306,140.86,0.938,1,2,29,0,1974-01-01,presto,long
Am-A-Do,['Bob Marley & The Wailers'],200067.0,0.455,0.783,0.456,5.89E-6,0.0863,-8.772,0.09,139.692,0.895,1,0,37,0,1974-01-01,presto,medium
Eyes of Silver,['The Doobie Brothers'],179173.0,0.104,0.672,0.742,6.94E-6,0.0775,-8.571,0.0464,112.545,0.878,1,9,31,0,1974-01-01,moderato,short
Twisted,['Joni Mitchell'],141333.0,0.347,0.709,0.371,0.0,0.14,-15.323,0.234,143.623,0.43,1,7,33,0,1974-01-17,presto,short
Time Waits For No One - Remastered,['The Rolling Stones'],398107.0,0.0784,0.533,0.781,2.73E-4,0.063,-4.602,0.0316,118.316,0.815,1,0,36,0,1974-10-18,moderato,long
County Fair,['Joe Walsh'],410760.0,0.194,0.366,0.355,0.0746,0.259,-16.234,0.04,162.989,0.174,0,4,32,0,1974-12-14,presto,long
Make Yours a Happy Home,['Gladys Knight & The Pips'],273133.0,0.394,0.69,0.668,7.83E-6,0.065,-7.644,0.0317,120.031,0.936,0,1,30,0,1974-01-01,presto,medium
I Love You More Than Anything (In This World Girl),['Barry White'],299227.0,0.0328,0.507,0.715,0.144,0.438,-10.966,0.0337,74.062,0.696,0,7,42,0,1974-02-15,lento,medium
Signature / Main Title,['Frankie Laine'],153000.0,0.384,0.478,0.207,0.0,0.0976,-15.298,0.0331,132.975,0.422,1,7,33,0,1974-02-07,presto,short
S.O.S. (Too Bad),['Aerosmith'],171267.0,0.0218,0.493,0.796,5.66E-5,0.174,-8.892,0.0368,148.165,0.898,0,8,32,0,1974-03-15,presto,short
Johnny Too Bad,['Taj Mahal'],194827.0,0.424,0.664,0.243,0.776,0.0308,-19.972,0.167,146.156,0.648,1,7,35,0,1974-01-01,presto,medium
Solitaire,['Carpenters'],279893.0,0.242,0.236,0.24,3.89E-6,0.0951,-15.169,0.0309,142.682,0.156,1,4,47,0,1975-06-06,presto,medium
Good Company - Remastered 2011,['Queen'],203440.0,0.779,0.5,0.418,1.79E-5,0.346,-11.277,0.0444,183.067,0.51,1,6,35,0,1975-11-21,presto,medium
Arms of Mary,"['The Sutherland Brothers', 'Quiver', 'Ron Albert', 'Howle Albert']",157200.0,0.126,0.67,0.527,2.75E-5,0.158,-12.701,0.028,118.327,0.858,1,0,49,0,1975-05-22,moderato,short
Ooo Baby Baby,['Ralfi Pagan'],195547.0,0.424,0.596,0.656,0.00127,0.0791,-8.163,0.0477,113.809,0.329,1,7,34,0,1975-01-01,moderato,medium
Lorelei,['Styx'],203333.0,0.256,0.329,0.805,2.07E-5,0.231,-13.012,0.0942,149.652,0.352,1,7,36,0,1975-01-01,presto,medium
Forgiving You Was Easy,['Willie Nelson'],167907.0,0.723,0.542,0.436,8.82E-5,0.284,-12.634,0.0319,151.637,0.523,1,4,38,0,1975-01-01,presto,short
You're My Best Friend - Remastered 2011,['Queen'],170800.0,0.158,0.518,0.761,0.00765,0.0715,-7.025,0.0452,118.738,0.576,1,0,34,0,1975-11-21,moderato,short
"Prélude, fugue & variation en si mineur Op.18 : I. Prelude","['César Franck', 'Aldo Ciccolini']",261933.0,0.994,0.454,0.0172,0.882,0.085,-34.468,0.0711,126.986,0.335,0,11,41,0,1975-01-01,presto,medium
Rock Me Again & Again & Again & Again & Again & Again,['Lyn Collins'],208360.0,0.462,0.79,0.667,0.0,0.128,-7.414,0.265,117.067,0.965,1,1,43,0,1975-09-29,moderato,medium
When Seasons Change,['Curtis Mayfield'],326133.0,0.628,0.579,0.302,4.11E-6,0.143,-12.393,0.466,107.567,0.274,1,10,34,0,1975-01-01,moderato,long
Inside My Love - Remastered,['Minnie Riperton'],288067.0,0.446,0.422,0.361,0.00955,0.0886,-11.358,0.0313,91.498,0.38,0,10,41,0,1975-05-22,moderato,medium
Round And Round,['Aerosmith'],303200.0,0.0247,0.357,0.617,0.0157,0.654,-11.452,0.0364,141.609,0.398,1,9,37,0,1975-04-08,presto,long
Gettin' Tighter,['Deep Purple'],217060.0,8.01E-4,0.426,0.771,0.0635,0.139,-11.845,0.0703,120.464,0.673,1,7,35,0,1975-01-01,presto,medium
Swimming Song,['Kate & Anna McGarrigle'],149933.0,0.89,0.675,0.351,0.0173,0.076,-11.139,0.0287,97.441,0.754,1,0,42,0,1975-01-01,moderato,short
Need a Little Time off for Bad Behavior,['David Allan Coe'],180867.0,0.354,0.639,0.493,2.27E-6,0.116,-12.051,0.0303,90.694,0.838,1,10,34,0,1975-01-01,moderato,medium
The Music Never Stopped - 2013 Remaster,['Grateful Dead'],276489.0,0.778,0.707,0.41,2.7E-4,0.504,-12.845,0.0551,106.074,0.634,1,9,35,0,1975-01-01,moderato,medium
I'm In Love With My Car,['Queen'],185267.0,0.0147,0.284,0.775,5.5E-4,0.363,-10.416,0.0641,143.746,0.351,0,4,34,0,1975-11-21,presto,medium
By-Tor And The Snow Dog,['Rush'],517373.0,0.00169,0.317,0.698,0.283,0.0953,-10.214,0.0824,162.132,0.334,1,9,33,0,1975-02-15,presto,long
Amazing Grace,['Johnny Cash'],146880.0,0.927,0.373,0.116,1.1E-5,0.0864,-14.088,0.0276,77.209,0.245,1,1,34,0,1975-01-02,lento,short
Warm Ways,['Fleetwood Mac'],234827.0,0.509,0.63,0.207,0.00494,0.339,-21.285,0.0303,91.891,0.517,1,3,38,0,1975-07-11,moderato,medium
Dedicated To The One I Love,['The Shirelles'],124547.0,0.825,0.383,0.296,0.0,0.205,-10.883,0.0452,80.397,0.504,1,10,34,0,1975-01-01,lento,short
Beginnings,['Chicago'],470333.0,0.108,0.496,0.741,0.0102,0.379,-12.815,0.0569,109.37,0.53,0,11,35,0,1975-11-10,moderato,long
I Wish You Well,['Bill Withers'],236983.0,0.681,0.597,0.626,6.7E-5,0.0781,-8.878,0.0324,97.613,0.672,1,6,40,0,1975-11-08,moderato,medium
Sweet Lady - Remastered 2011,['Queen'],242133.0,0.0127,0.31,0.859,4.57E-5,0.596,-8.937,0.0754,119.006,0.593,1,9,34,0,1975-11-21,moderato,medium
Timeless,"['John Abercrombie', 'Jan Hammer', 'Jack DeJohnette']",717707.0,0.916,0.325,0.0834,0.859,0.0963,-23.197,0.0374,86.988,0.0388,1,9,44,0,1975-01-01,lento,long
Just as I Am,['Willie Nelson'],106573.0,0.91,0.665,0.0324,0.628,0.105,-20.2,0.0655,99.368,0.686,1,2,35,0,1975-05-01,moderato,short
Old Days - 2002 Remaster,['Chicago'],209733.0,0.0206,0.51,0.792,0.00213,0.203,-6.608,0.0461,123.652,0.674,1,0,35,0,1975-01-01,presto,medium
Slow Ride - 2016 Remaster,['Foghat'],494627.0,0.0504,0.445,0.789,0.00214,0.106,-8.108,0.0726,113.644,0.565,1,2,38,0,1975-01-01,moderato,long
Jungle Jazz,['Kool & The Gang'],289827.0,0.129,0.77,0.947,0.445,0.343,-6.651,0.145,106.688,0.649,1,5,43,0,1975-01-01,moderato,medium
Soul Of The Sea,['Heart'],393427.0,0.231,0.41,0.364,2.72E-5,0.966,-15.048,0.0433,70.126,0.247,1,7,37,0,1975-01-01,lento,long
Tidal Wave,['Ronnie Laws'],252027.0,0.0654,0.359,0.667,1.35E-6,0.0979,-12.597,0.0312,95.822,0.5,1,10,36,0,1975-01-01,moderato,medium
Whiskey River - Live,['Willie Nelson'],211760.0,0.362,0.516,0.741,0.0142,0.127,-7.499,0.0327,99.748,0.761,1,7,33,0,1975-01-01,moderato,medium
Güaracha,"['Willie Colón', 'Héctor Lavoe', 'Yomo Toro']",308520.0,0.42,0.572,0.773,1.86E-5,0.213,-6.449,0.0468,126.997,0.748,1,8,43,0,1975-01-01,presto,long
Hollywood Waltz - 2013 Remaster,['Eagles'],241649.0,0.0635,0.467,0.549,0.0468,0.118,-9.887,0.0269,110.051,0.444,1,4,38,0,1975-01-01,moderato,medium
Snakeskin Cowboys,['Ted Nugent'],273507.0,0.157,0.588,0.933,4.67E-5,0.349,-6.059,0.0395,130.689,0.603,1,9,36,0,1975-01-01,presto,medium
Another Green World - Remastered 2004,['Brian Eno'],101707.0,0.795,0.171,0.00383,0.883,0.0755,-21.71,0.0464,76.214,0.458,1,1,40,0,1975-09-01,lento,short
The Writ - 2013 Remaster,['Black Sabbath'],524651.0,0.0301,0.331,0.498,3.61E-5,0.121,-13.504,0.0568,120.762,0.153,1,6,34,0,1975-07-28,presto,long
Bemba Colorá - Live,"['Fania All Stars', 'Celia Cruz']",712920.0,0.635,0.506,0.8,0.00385,0.959,-5.684,0.134,119.452,0.839,0,5,41,0,1975-01-01,moderato,long
Moonlight Lady,['Gabby Pahinui'],263853.0,0.239,0.279,0.285,5.21E-4,0.149,-15.499,0.0345,48.611,0.36,0,4,36,0,1975-06-21,lento,medium
Suite Madame Blue,['Styx'],390733.0,0.0769,0.189,0.438,3.92E-4,0.245,-14.037,0.0366,158.146,0.215,0,11,35,0,1975-01-01,presto,long
Death On Two Legs (Dedicated To...),['Queen'],223600.0,0.375,0.406,0.634,7.92E-5,0.154,-7.81,0.052,124.704,0.521,1,2,34,0,1975-11-21,presto,medium
Bohemian Rhapsody - 2011 Mix,['Queen'],354320.0,0.288,0.392,0.402,0.0,0.243,-9.961,0.0536,143.883,0.228,0,0,34,0,1975-11-21,presto,long
Roll on Big Mama,['Moe Bandy & Joe Stampley'],154667.0,0.449,0.563,0.738,8.71E-6,0.352,-10.298,0.0719,95.854,0.768,0,1,35,0,1975-01-01,moderato,short
Cotton Jenny,['Gordon Lightfoot'],207027.0,0.627,0.659,0.653,2.72E-5,0.108,-10.496,0.0286,139.296,0.917,1,9,38,0,1975-01-01,presto,medium
Your Gold Teeth II,['Steely Dan'],251560.0,0.325,0.391,0.405,0.00148,0.0822,-13.261,0.0348,190.945,0.333,1,2,36,0,1975-01-01,presto,medium
Million Dollar Bash,['Bob Dylan'],151120.0,0.4,0.592,0.467,0.0,0.292,-7.38,0.0467,119.23,0.517,1,4,40,0,1975-06-26,moderato,short
Denver,['Willie Nelson'],53267.0,0.708,0.61,0.0999,1.24E-6,0.129,-16.778,0.0831,128.902,0.414,1,9,35,0,1975-05-01,presto,short
In France They Kiss on Main Street,['Joni Mitchell'],199867.0,0.654,0.547,0.614,0.0,0.0609,-8.264,0.0444,81.686,0.755,1,2,39,0,1975-11-01,lento,medium
"Nice, Nice, Very Nice","['Ambrosia', 'Alan Parsons']",349867.0,0.0881,0.468,0.462,0.00162,0.106,-7.102,0.035,110.354,0.585,1,7,37,0,1975-01-01,moderato,long
One Day In Your Life,['Michael Jackson'],258160.0,0.506,0.294,0.483,0.0185,0.128,-11.674,0.031,79.946,0.174,1,4,35,0,1975-01-16,lento,medium
I Like Beer,['Tom T. Hall'],176240.0,0.833,0.551,0.424,0.0,0.252,-16.056,0.0365,170.055,0.84,1,4,35,0,1975-03-29,presto,short
It Only Takes A Minute,['Tavares'],241387.0,0.104,0.642,0.664,0.102,0.658,-8.087,0.0334,122.598,0.963,0,5,40,0,1975-07-05,presto,medium
Daddy Don't Live In That New York City No More,['Steely Dan'],194040.0,0.0964,0.842,0.587,0.0,0.0628,-10.59,0.0366,111.916,0.751,1,7,36,0,1975-01-01,moderato,medium
Love Of My Life - Live In Argentina / June 1979,['Queen'],223733.0,0.885,0.209,0.413,2.07E-6,0.892,-10.188,0.0327,85.507,0.206,1,2,34,0,1975-11-21,lento,medium
"Köln, January 24, 1975, Pt. I - Live",['Keith Jarrett'],1561600.0,0.979,0.343,0.252,0.84,0.714,-16.201,0.0517,115.299,0.0825,1,2,45,0,1975-11-30,moderato,long
City Of Angels,['The Miracles'],291480.0,0.778,0.376,0.528,3.0E-4,0.156,-6.944,0.0277,148.751,0.335,1,8,45,0,1975-01-01,presto,medium
Sugar Daddy,['Fleetwood Mac'],250973.0,0.0124,0.81,0.302,0.402,0.0638,-17.566,0.0456,122.186,0.958,1,9,38,0,1975-07-11,presto,medium
"Fight the Power, Pts. 1 & 2",['The Isley Brothers'],319920.0,0.121,0.793,0.786,0.0187,0.0673,-7.449,0.175,126.548,0.83,0,11,38,0,1975-08-21,presto,long
Movin',['Brass Construction'],521427.0,0.0686,0.697,0.923,0.809,0.0251,-3.914,0.0921,121.508,0.87,0,9,39,0,1975-01-01,presto,long
Just You 'N' Me,['Chicago'],225027.0,0.243,0.624,0.488,0.00156,0.0828,-12.697,0.0292,106.195,0.731,1,10,34,0,1975-11-10,moderato,medium
Let Me Go,['Chicago Gangsters'],167040.0,0.0549,0.261,0.624,0.00388,0.0869,-2.707,0.0359,166.135,0.473,0,3,40,0,1975-01-01,presto,short
Searchin' for a Rainbow,['The Marshall Tucker Band'],231867.0,0.101,0.336,0.593,1.34E-4,0.107,-7.796,0.0371,188.097,0.645,1,7,34,0,1975-08-01,presto,medium
"Beneath, Between & Behind",['Rush'],181933.0,0.016,0.484,0.854,1.28E-4,0.382,-8.142,0.048,113.201,0.669,1,2,36,0,1975-02-15,moderato,medium
Emborrachame De Amor,['Héctor Lavoe'],180240.0,0.51,0.465,0.588,0.0,0.0806,-3.828,0.0638,171.464,0.716,1,0,42,0,1975-12-31,presto,medium
The Way I Want To Touch You,['Captain & Tennille'],163587.0,0.624,0.664,0.585,1.12E-4,0.343,-7.062,0.0248,111.29,0.597,0,0,36,0,1975-01-01,moderato,short
"Water Music: Suite No. 2 in D Major, HWV 349, II. Alla Hornpipe","['George Frideric Handel', 'Pierre Boulez', 'New York Philharmonic']",216000.0,0.928,0.483,0.157,0.79,0.401,-12.925,0.0326,98.546,0.351,1,2,39,0,1975-01-01,moderato,medium
Blue Letter - 2017 Remaster,['Fleetwood Mac'],160787.0,0.00423,0.521,0.753,0.0,0.115,-7.647,0.0349,149.341,0.856,1,9,37,0,1975-07-11,presto,short
Super Hereos,"['Charles Gray', 'Susan Saradon', 'Barry Bostwick']",184062.0,0.602,0.381,0.124,8.45E-4,0.0855,-19.31,0.0359,118.978,0.197,0,4,40,0,1975-01-10,moderato,medium
God Save The Queen - Remastered 2011,['Queen'],75347.0,0.666,0.104,0.293,0.889,0.31,-15.24,0.0327,90.742,0.23,1,7,33,0,1975-11-21,moderato,short
Blue Eyes Crying in the Rain,['Willie Nelson'],139000.0,0.937,0.623,0.0957,0.00437,0.117,-13.76,0.0386,117.131,0.403,1,4,37,0,1975-01-01,moderato,short
Somebody up There Likes Me - 2016 Remaster,['David Bowie'],396453.0,0.235,0.282,0.835,7.16E-6,0.321,-6.896,0.203,185.54,0.461,1,9,45,0,1975-03-07,presto,long
"Shame, Shame, Shame - Vocal Version",['Shirley & Company'],245787.0,0.254,0.734,0.744,0.0333,0.15,-8.085,0.159,101.609,0.77,1,7,34,0,1975-01-01,moderato,medium
When the Morning Comes - Remastered,['kalapana'],181630.0,0.365,0.425,0.721,5.3E-4,0.104,-11.061,0.0617,165.65,0.911,1,6,34,0,1975-06-08,presto,medium
Fencewalk,['Mandrill'],332173.0,0.314,0.587,0.591,0.0661,0.0681,-10.735,0.0594,105.831,0.961,1,7,33,0,1975-01-01,moderato,long
