name,artists,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,formatted_date,tempo_category,duration_category
People of the Lie,['Kreator'],195880.0,3.42E-4,0.515,0.942,0.227,0.0945,-8.789,0.0385,92.52,0.481,1,9,43,0,1990-11-06,moderato,medium
Via con me,['Paolo Conte'],166507.0,0.799,0.669,0.425,0.0111,0.152,-18.404,0.14,165.314,0.7,1,5,50,0,1990-01-02,presto,short
The Weeping Song - 2010 Remastered Version,['Nick Cave & The Bad Seeds'],265147.0,0.204,0.416,0.723,4.89E-6,0.116,-9.793,0.136,170.3,0.719,0,7,48,0,1990-01-01,presto,medium
Lily Was Here (feat. Candy Dulfer),"['Dave Stewart', 'Candy Dulfer']",260200.0,0.398,0.743,0.564,0.0485,0.0802,-10.698,0.0277,108.027,0.967,0,4,47,0,1990-06-08,moderato,medium
Quality Time,['Hi-Five'],283067.0,0.0761,0.644,0.674,0.0,0.0659,-6.998,0.0345,155.907,0.656,1,6,31,0,1990-01-01,presto,medium
Walking on My Grave,['Dead Moon'],188141.0,0.0457,0.634,0.713,0.0868,0.171,-6.234,0.0294,137.38,0.889,1,1,36,0,1990-06-30,presto,medium
Shine On,['The House of Love'],240067.0,0.0966,0.455,0.763,0.00107,0.372,-9.651,0.0365,136.141,0.289,0,9,46,0,1990-01-01,presto,medium
Just A Touch Of Love (Everyday),['C & C Music Factory'],337107.0,0.00211,0.713,0.882,0.0191,0.0873,-6.75,0.0444,121.185,0.683,0,11,39,0,1990-01-01,presto,long
Go'n Breakdown,['Suicidal Tendencies'],278307.0,0.00291,0.599,0.948,0.00151,0.0576,-9.923,0.0476,139.374,0.626,0,9,34,0,1990-07-02,presto,medium
If You Dare,['AC/DC'],198360.0,0.00586,0.449,0.848,3.65E-4,0.0764,-3.374,0.037,91.856,0.621,1,7,41,0,1990-09-24,moderato,medium
Low Down Dirty Mean,['The Allman Brothers Band'],330400.0,0.258,0.366,0.595,2.15E-4,0.295,-13.281,0.0356,89.765,0.783,1,2,32,0,1990-07-03,lento,long
One Step Away,['Ratt'],290200.0,0.00477,0.556,0.823,0.0149,0.0583,-10.711,0.038,129.875,0.724,1,7,34,0,1990-07-31,presto,medium
Tokyo Blue,['Najee'],276573.0,0.0121,0.511,0.536,0.804,0.124,-11.745,0.0284,81.075,0.605,0,5,32,0,1990-03-26,lento,medium
Hombre Al Agua - Remasterizado 2007,['Soda Stereo'],355067.0,0.00916,0.603,0.657,0.0167,0.0704,-7.938,0.0265,97.113,0.623,1,7,51,0,1990-10-09,moderato,long
Fantasy,['Black Box'],312987.0,0.00692,0.713,0.664,0.00184,0.163,-9.095,0.046,98.102,0.49,0,7,50,0,1990-04-09,moderato,long
I'll Be All Right,['Jorma Kaukonen'],188987.0,0.49,0.588,0.245,0.281,0.108,-13.802,0.0318,88.613,0.8,1,7,33,0,1990-01-01,lento,medium
In the Air Tonight - Live from the Serious Tour 1990; 2019 Remaster,['Phil Collins'],393147.0,0.134,0.523,0.716,2.43E-4,0.988,-7.113,0.0431,98.619,0.222,1,0,44,0,1990-07-15,moderato,long
Acrobat,['U2'],270067.0,4.39E-5,0.423,0.693,0.1,0.0993,-9.948,0.0331,100.564,0.134,0,9,43,0,1991-11-18,moderato,medium
Daydream - Remastered 2011,['The Smashing Pumpkins'],187507.0,0.634,0.473,0.376,0.0304,0.108,-15.901,0.0322,86.901,0.0775,0,1,33,0,1991-01-01,lento,medium
Love Is Blindness,['U2'],263347.0,0.363,0.263,0.383,0.208,0.12,-13.418,0.0503,145.979,0.166,0,10,44,0,1991-11-18,presto,medium
El Amor Se Acaba,['La Fiebre'],230480.0,0.124,0.273,0.543,0.0,0.152,-6.408,0.0539,201.81,0.504,1,7,34,0,1991-01-01,presto,medium
El Baile Del Pingüino,['Liberación'],199853.0,0.315,0.746,0.815,3.28E-6,0.192,-7.049,0.0321,102.208,0.927,1,7,38,0,1991-01-01,moderato,medium
Boot Hill - 1989 Version,['Stevie Ray Vaughan'],133667.0,0.231,0.372,0.697,0.026,0.143,-8.393,0.037,146.432,0.895,1,8,37,0,1991-01-01,presto,short
Si Las Flores Se Van,['Grupo Libra'],200690.0,0.25,0.621,0.657,0.0,0.0834,-7.436,0.0281,120.13,0.692,1,6,36,0,1991-12-19,presto,medium
Jimmy Olsen's Blues,['Spin Doctors'],277933.0,0.00651,0.449,0.915,6.24E-5,0.305,-9.373,0.0634,111.696,0.509,1,7,37,0,1991-08-27,moderato,medium
Chorus,['Erasure'],266267.0,0.209,0.613,0.655,7.54E-4,0.171,-12.989,0.0302,129.906,0.69,1,5,36,0,1991-10-11,presto,medium
There Is None Like You - Live,['Lenny LeBlanc'],208933.0,0.822,0.229,0.089,0.0,0.37,-18.504,0.0376,44.068,0.173,1,2,44,0,1991-01-01,lento,medium
Words Of Wisdom,['2Pac'],294360.0,0.244,0.797,0.521,4.97E-6,0.111,-16.471,0.37,109.408,0.763,1,7,38,1,1991-11-12,moderato,medium
Trompe le Monde,['Pixies'],107573.0,3.05E-4,0.211,0.796,0.00274,0.306,-10.598,0.0431,141.271,0.496,0,11,40,0,1991-09-23,presto,short
You Can't Play with My Yo-Yo (feat. Ice Cube),"['Yo-Yo', 'Ice Cube']",304667.0,0.0999,0.739,0.758,0.0,0.0781,-6.128,0.217,96.717,0.765,0,9,35,0,1991-01-01,moderato,long
Ya Te Vi,['Elsa Garcia'],218467.0,0.246,0.524,0.822,0.0,0.265,-4.201,0.104,198.6,0.791,1,10,34,0,1991-01-01,presto,medium
Si Tú Eres Mi Hombre y Yo Tu Mujer - The Power Of Love,['Angela Carrasco'],298987.0,0.159,0.415,0.375,0.00545,0.121,-16.727,0.0328,141.546,0.236,1,9,46,0,1991-02-26,presto,medium
Vuelve Conmigo,['Grupo Libra'],200586.0,0.189,0.637,0.567,0.0,0.0911,-8.131,0.0267,120.066,0.653,1,4,36,0,1991-12-19,presto,medium
They're Red Hot,['Red Hot Chili Peppers'],71840.0,0.00553,0.562,0.995,2.23E-4,0.136,-12.704,0.159,152.108,0.0392,1,7,42,0,1991-09-24,presto,short
Fragrant Fields,['George Winston'],241398.0,0.987,0.365,0.178,0.898,0.0989,-16.312,0.0385,99.447,0.148,1,9,34,0,1991-10-08,moderato,medium
Dream A Little Dream,['Laura Fygi'],217573.0,0.847,0.651,0.221,1.11E-6,0.0895,-15.223,0.0273,88.167,0.319,1,0,50,0,1991-01-01,lento,medium
Green Corn,['NOFX'],104467.0,1.87E-5,0.174,0.916,3.2E-5,0.0565,-9.567,0.0545,175.849,0.524,0,9,40,0,1991-02-01,presto,short
There's No Other Way - 2012 Remaster,['Blur'],204867.0,0.0563,0.575,0.937,1.06E-5,0.178,-5.858,0.0496,112.045,0.634,1,2,48,0,1991-08-26,moderato,medium
Tara Theme - From 'Gone with the Wind',['Manuel & The Music Of The Mountains'],200907.0,0.729,0.103,0.352,0.898,0.241,-10.361,0.0366,183.075,0.421,1,8,45,0,1991-01-01,presto,medium
Word of Mouth - Remastered Version Edit,['Mike & The Mechanics'],234960.0,0.375,0.644,0.756,6.85E-5,0.192,-9.49,0.0291,105.017,0.516,1,4,35,0,1991-04-02,moderato,medium
Paper Lanterns,['Green Day'],143160.0,5.14E-4,0.243,0.996,1.09E-5,0.0607,-2.811,0.174,172.794,0.452,1,2,36,0,1991-07-01,presto,short
Crucified,['Army Of Lovers'],214360.0,0.00357,0.595,0.867,5.33E-5,0.382,-11.737,0.0498,122.118,0.469,0,4,33,0,1991-01-01,presto,medium
Not The Only One,['Bonnie Raitt'],303800.0,0.413,0.718,0.611,2.33E-4,0.159,-11.858,0.0392,115.915,0.656,1,5,35,0,1991-01-01,moderato,long
Vaya Con Dios,['Freddy Fender'],166673.0,0.796,0.736,0.263,3.56E-6,0.103,-9.969,0.0278,98.333,0.499,1,7,38,0,1991-10-11,moderato,short
If It's Over,['Mariah Carey'],277093.0,0.393,0.532,0.456,1.87E-6,0.138,-9.673,0.0305,92.759,0.2,1,9,40,0,1991-09-17,moderato,medium
I'll Be There,['The Escape Club'],347867.0,0.383,0.57,0.385,0.0012,0.0924,-12.027,0.0251,99.86,0.188,0,1,32,0,1991-01-01,moderato,long
Hold You Tight,['Tara Kemp'],284345.0,0.0545,0.739,0.675,0.0112,0.0632,-9.194,0.0444,100.054,0.643,1,1,34,0,1991-01-01,moderato,medium
Life of Crime,['The Weirdos'],139667.0,0.00124,0.353,0.956,6.7E-4,0.198,-8.327,0.0542,140.518,0.573,1,11,38,0,1991-01-01,presto,short
Zombie Stomp,['Ozzy Osbourne'],373453.0,6.92E-4,0.533,0.884,0.00697,0.121,-7.968,0.0414,121.371,0.472,1,1,38,0,1991-09-17,presto,long
Close to You,['Stevie Ray Vaughan'],191027.0,0.0316,0.506,0.802,7.93E-5,0.381,-8.177,0.0524,117.53,0.814,1,1,36,0,1991-01-01,moderato,medium
What Time Is It?,['Spin Doctors'],289893.0,0.0383,0.544,0.885,0.0121,0.369,-9.975,0.0732,115.302,0.208,1,7,40,0,1991-08-27,moderato,medium
Puke and Cry,['Dinosaur Jr.'],267707.0,3.67E-4,0.37,0.885,1.54E-5,0.121,-10.733,0.0375,102.779,0.625,1,0,37,0,1991-02-19,moderato,medium
Zumbale,['Henry Fiol'],305058.0,0.742,0.708,0.629,3.38E-6,0.0858,-10.358,0.0351,95.451,0.915,0,7,46,0,1991-11-17,moderato,long
Outbound Plane,['Suzy Bogguss'],175067.0,0.345,0.678,0.693,0.0,0.0951,-8.524,0.0315,115.288,0.537,1,4,33,0,1991-01-01,moderato,short
"Don, Aman",['Slint'],388400.0,0.164,0.469,0.124,0.884,0.0988,-24.361,0.0486,136.59,0.0328,0,0,39,0,1991-03-15,presto,long
The Wanderer - Bonus Track,"['U2', 'The Edge', 'Johnny Cash']",284013.0,0.733,0.581,0.633,0.872,0.0932,-11.633,0.0285,117.401,0.812,1,11,39,0,1991-01-01,moderato,medium
Four Seasons In One Day,['Crowded House'],170160.0,0.816,0.517,0.261,1.63E-4,0.0863,-17.196,0.0263,89.221,0.492,1,7,52,0,1991-01-01,lento,short
"\"Battle On The Tower - From \"\"Beauty and the Beast\"\"/Score\"",['Alan Menken'],328827.0,0.727,0.259,0.391,0.345,0.0786,-12.141,0.0331,151.854,0.19,1,0,36,0,1991-01-01,presto,long
Lamento Borincano,['Daniel Santos'],287020.0,0.881,0.821,0.0889,0.0216,0.179,-19.496,0.0442,109.619,0.735,0,3,44,0,1991-01-01,moderato,medium
El Ojo De Vidrio,['Antonio Aguilar'],174080.0,0.716,0.635,0.484,3.79E-6,0.3,-8.03,0.0459,120.863,0.803,0,8,42,0,1991-12-19,presto,short
Nightingale Song,['Toad The Wet Sprocket'],121905.0,0.193,0.587,0.671,0.0,0.056,-9.129,0.0323,106.16,0.843,1,7,34,0,1991-08-27,moderato,short
Playing For Time,['Acoustic Alchemy'],364040.0,0.554,0.621,0.704,0.385,0.0542,-10.276,0.038,89.939,0.91,0,11,33,0,1991-01-01,lento,long
The Godfather Waltz,['Nino Rota'],215293.0,0.977,0.226,0.166,0.875,0.09,-13.014,0.0415,115.057,0.115,0,7,48,0,1991-01-01,moderato,medium
Hold On To Me,['John Denver'],256000.0,0.0458,0.457,0.406,5.83E-6,0.121,-10.561,0.0303,69.169,0.321,1,2,38,0,1991-10-25,lento,medium
Gone Country,['Alan Jackson'],259387.0,0.129,0.654,0.742,3.25E-6,0.149,-5.34,0.0256,125.538,0.626,1,7,32,0,1991-01-01,presto,medium
Romantic,['Karyn White'],247160.0,0.484,0.68,0.941,7.43E-5,0.0656,-7.509,0.0374,110.264,0.823,0,1,36,0,1991-01-01,moderato,medium
Talk Back Trembling Lips,['Ernest Ashworth'],160440.0,0.751,0.575,0.435,0.0,0.0795,-11.801,0.0326,135.955,0.739,1,9,40,0,1991-04-15,presto,short
Wherever I Lay My Hat (That's My Home),['Paul Young'],250160.0,0.225,0.61,0.39,0.0,0.0888,-12.959,0.0576,88.989,0.536,1,10,51,0,1991-09-07,lento,medium
Born Country,['Alabama'],197648.0,0.34,0.588,0.434,0.0,0.184,-11.432,0.0358,167.106,0.516,1,4,33,0,1991-10-08,presto,medium
Mona Lisa,['Nat King Cole'],207573.0,0.903,0.214,0.194,1.38E-6,0.107,-15.636,0.0325,86.198,0.339,1,1,39,0,1991-01-01,lento,medium
Keep the Faith,['Michael Jackson'],356733.0,0.556,0.752,0.647,0.0,0.0869,-5.547,0.0484,143.238,0.672,1,1,44,0,1991-11-13,presto,long
Can't Stop This Thing We Started,['Bryan Adams'],269133.0,0.0256,0.537,0.88,0.0,0.467,-6.873,0.0404,113.045,0.508,1,9,36,0,1991-09-24,moderato,medium
Bird Dream of the Olympus Mons,['Pixies'],168133.0,0.00203,0.675,0.391,0.00327,0.13,-11.895,0.0329,113.077,0.767,1,9,39,0,1991-09-23,moderato,short
Drawing Flies,['Soundgarden'],146827.0,5.79E-6,0.296,0.929,1.98E-4,0.247,-5.862,0.0906,105.312,0.716,1,9,38,0,1991-10-08,moderato,short
Ball And Chain - Demo,['Sublime'],222081.0,0.0254,0.654,0.901,5.81E-5,0.0956,-4.727,0.0564,89.033,0.533,0,11,34,0,1991-01-01,lento,medium
If You Have to Ask,['Red Hot Chili Peppers'],216693.0,0.00236,0.709,0.738,0.795,0.073,-12.019,0.048,96.24,0.671,1,7,32,1,1991-09-24,moderato,medium
Munchies for Your Bass,['Nemesis'],246200.0,2.18E-4,0.774,0.526,0.311,0.0475,-17.321,0.0948,148.1,0.581,1,2,33,0,1991-01-01,presto,medium
Wheel Of Fortune,['Kay Starr'],185600.0,0.897,0.461,0.248,0.0,0.399,-10.278,0.0481,140.558,0.404,1,8,36,0,1991-01-01,presto,medium
Don't Leave Me This Way - Extended Version,['Thelma Houston'],340267.0,0.169,0.577,0.707,6.52E-4,0.0786,-10.964,0.0449,121.288,0.829,0,0,33,0,1991-01-01,presto,long
Pinocchio: When You Wish Upon A Star (arr. R. Hayman): When You Wish Upon A Star,"['Leigh Harline', 'Richard Hayman', 'Richard Hayman Symphony Orchestra']",209973.0,0.858,0.158,0.146,0.402,0.129,-17.775,0.0353,134.288,0.0558,1,5,37,0,1991-07-01,presto,medium
I Can't Stand the Rain,['Tina Turner'],223160.0,0.122,0.769,0.667,3.61E-4,0.0373,-8.272,0.0796,88.281,0.843,1,8,43,0,1991-01-01,lento,medium
Sailing On The Seven Seas,['Orchestral Manoeuvres In The Dark'],225827.0,0.00761,0.646,0.636,0.165,0.055,-15.222,0.0421,126.629,0.852,1,9,52,0,1991-05-07,presto,medium
I'm Shakin',['The Blasters'],141502.0,0.0722,0.678,0.316,0.0,0.0932,-13.842,0.37,150.585,0.801,1,4,33,0,1991-01-01,presto,short
Fiddler's Green,['The Tragically Hip'],265107.0,0.74,0.457,0.253,1.03E-4,0.122,-13.825,0.0292,135.757,0.263,1,9,32,0,1991-01-01,presto,medium
Try A Little Tenderness,['The Commitments'],272667.0,0.0105,0.366,0.387,8.63E-5,0.213,-13.329,0.044,107.131,0.124,0,1,46,0,1991-01-01,moderato,medium
Primo amore,['Carlo Buti'],225213.0,0.995,0.4,0.0455,0.00692,0.0819,-16.576,0.0548,135.522,0.353,0,7,40,0,1991-09-12,presto,medium
Papa Come Quick (Jody And Chico),['Bonnie Raitt'],163267.0,0.283,0.666,0.378,0.0,0.302,-16.272,0.117,153.476,0.711,1,4,34,0,1991-01-01,presto,short
Two Different Directions,['John Denver'],214400.0,0.503,0.542,0.324,0.0,0.12,-10.85,0.0308,115.693,0.68,1,0,38,0,1991-10-25,moderato,medium
Me In Honey,['R.E.M.'],248120.0,0.00872,0.559,0.795,8.58E-6,0.086,-4.264,0.0331,129.128,0.198,1,1,39,0,1991-03-12,presto,medium
Con la Muerte Entre los Puños (El Boxeador),['José Alfredo Jimenez'],179107.0,0.724,0.596,0.328,0.0,0.583,-11.37,0.0383,89.32,0.758,1,9,40,0,1991-01-01,lento,short
Eagle When She Flies,['Dolly Parton'],190227.0,0.804,0.562,0.208,0.0,0.364,-12.228,0.032,75.888,0.289,1,4,37,0,1991-03-07,lento,medium
Roller,['April Wine'],217027.0,0.00247,0.432,0.903,0.00539,0.135,-4.857,0.0868,140.801,0.655,1,9,35,0,1991-01-01,presto,medium
Losing My Religion,['R.E.M.'],268427.0,0.179,0.666,0.855,1.2E-6,0.0987,-5.051,0.0295,125.639,0.803,0,9,40,0,1991-03-12,presto,medium
Luck Of The Draw,['Bonnie Raitt'],317040.0,0.268,0.581,0.351,0.0,0.0825,-13.586,0.0266,103.781,0.114,0,5,34,0,1991-01-01,moderato,long
Ascension Day,['Talk Talk'],359733.0,0.261,0.439,0.389,1.62E-5,0.067,-14.361,0.0271,140.614,0.358,0,3,33,0,1991-01-01,presto,long
All Woman,['Lisa Stansfield'],317373.0,0.607,0.583,0.338,9.86E-6,0.0708,-13.63,0.064,141.889,0.378,0,7,34,0,1991-01-01,presto,long
Bad Apples,"\"[\"\"Guns N' Roses\"\"]\"",267067.0,0.127,0.509,0.979,0.842,0.0829,-5.759,0.0968,122.846,0.559,1,8,44,1,1991-09-17,presto,medium
Overture And A Prisoner Of The Crusades (From Chains To Freedom),['Michael Kamen'],507560.0,0.73,0.187,0.264,0.752,0.104,-15.162,0.035,145.012,0.0977,1,0,33,0,1991-01-01,presto,long
Again Tonight,['John Mellencamp'],197693.0,0.00158,0.665,0.887,9.57E-4,0.101,-4.45,0.0328,119.32,0.908,1,7,35,0,1991-01-01,moderato,medium
Sweet Honey Wine,['Dr. Lonnie Smith'],371379.0,0.582,0.561,0.685,0.882,0.105,-12.867,0.0562,98.596,0.761,0,5,38,0,1991-01-01,moderato,long
La Bronco Negra,['Los Tigres Del Norte'],186787.0,0.466,0.816,0.623,0.0,0.33,-5.065,0.19,109.916,0.892,1,10,39,0,1991-01-01,moderato,medium
Get Ready - Single Version,['Rare Earth'],166467.0,0.0244,0.617,0.83,0.0121,0.259,-10.197,0.029,136.786,0.963,0,2,33,0,1991-01-01,presto,short
Ya Viene Amaneciendo,['Antonio Aguilar'],191483.0,0.541,0.552,0.32,0.00314,0.12,-7.59,0.0311,102.991,0.664,1,9,42,0,1991-12-19,moderato,medium
Out In The Cold,['Tom Petty and the Heartbreakers'],221000.0,0.0674,0.442,0.873,2.4E-5,0.925,-7.436,0.0501,148.484,0.539,1,4,36,0,1991-01-01,presto,medium
De Nuevo Solo,['Grupo Toppaz'],215293.0,0.557,0.401,0.396,0.0,0.146,-9.76,0.0325,202.196,0.528,1,2,36,0,1991-01-01,presto,medium
La Menage,['Black Sheep'],204000.0,0.36,0.715,0.492,1.18E-6,0.239,-15.736,0.671,88.18,0.882,0,11,37,0,1991-01-01,lento,medium
Apollonia,['Nino Rota'],81173.0,0.971,0.387,0.152,0.892,0.131,-22.195,0.0375,99.556,0.18,0,2,46,0,1991-01-01,moderato,short
In a Sentimental Mood - 1991 Remastered,['Benny Goodman'],220173.0,0.945,0.532,0.233,0.916,0.331,-12.592,0.0411,82.809,0.5,1,5,34,0,1991-10-22,lento,medium
Devil or Angel - 2007 Remaster,['The Clovers'],146560.0,0.846,0.664,0.183,0.0,0.308,-16.25,0.0362,106.941,0.779,1,5,34,0,1991-01-01,moderato,short
Latin Lingo,['Cypress Hill'],238933.0,0.0206,0.853,0.602,0.0058,0.102,-14.649,0.265,91.324,0.592,1,6,37,1,1991-08-13,moderato,medium
New Grass,['Talk Talk'],580240.0,0.825,0.457,0.368,0.209,0.357,-20.36,0.0326,99.545,0.205,1,9,33,0,1991-01-01,moderato,long
You Are the Pan,['John Williams'],238960.0,0.891,0.217,0.073,0.928,0.0987,-21.944,0.0408,53.857,0.0324,1,4,39,0,1991-11-26,lento,medium
A Picture of Me (Without You),['Lorrie Morgan'],219027.0,0.654,0.293,0.257,5.79E-6,0.151,-13.054,0.0308,74.11,0.168,1,10,35,0,1991-04-09,lento,medium
Life by the Drop,['Stevie Ray Vaughan'],147507.0,0.762,0.656,0.164,2.75E-5,0.0725,-11.921,0.0378,95.608,0.504,1,9,36,0,1991-01-01,moderato,short
Now That We Found Love - Club Version,['Heavy D & The Boyz'],346947.0,0.0146,0.762,0.69,0.0,0.206,-13.707,0.0688,119.949,0.661,0,0,41,0,1991-01-01,moderato,long
Everybody Loves Eileen,['STEELHEART'],381533.0,1.63E-4,0.596,0.764,0.774,0.0694,-10.296,0.0374,135.414,0.599,1,1,33,0,1991-01-01,presto,long
Let the Beat Hit 'Em,['Lisa Lisa & Cult Jam'],278267.0,0.00263,0.792,0.731,0.0126,0.303,-9.659,0.0502,113.007,0.838,1,1,37,0,1991-08-20,moderato,medium
Western Skies,['Chris LeDoux'],211200.0,0.157,0.582,0.497,3.93E-5,0.406,-11.639,0.0258,94.094,0.601,1,7,35,0,1992-01-01,moderato,medium
Steam,['Peter Gabriel'],363093.0,0.127,0.7,0.889,3.74E-4,0.261,-5.027,0.0764,108.515,0.681,1,6,34,0,1992-09-27,moderato,long
Restless Heart,['Peter Cetera'],249107.0,0.116,0.558,0.915,8.5E-6,0.313,-8.501,0.0444,184.78,0.758,1,2,43,0,1992-06-12,presto,medium
Precious Things,['Tori Amos'],267307.0,0.515,0.503,0.637,0.0333,0.193,-10.811,0.0387,113.871,0.366,0,11,34,0,1992-01-06,moderato,medium
From Here to Eternity - 2015 Remaster,['Iron Maiden'],218133.0,0.00161,0.288,0.942,6.3E-4,0.139,-4.669,0.0653,154.837,0.498,1,9,34,0,1992-05-11,presto,medium
Mars,['Television'],296373.0,0.263,0.643,0.5,3.51E-5,0.272,-11.954,0.0503,61.038,0.352,1,0,41,0,1992-01-01,lento,medium
¡Arriba Juárez!,['Juan Gabriel'],198773.0,0.433,0.42,0.251,0.0,0.213,-16.082,0.1,155.784,0.747,1,7,44,0,1992-01-01,presto,medium
Unholy,['KISS'],222200.0,0.0129,0.563,0.851,5.24E-5,0.0793,-7.874,0.0428,118.961,0.596,1,4,42,0,1992-01-01,moderato,medium
Natural Beauty,['Neil Young'],623267.0,0.628,0.492,0.374,0.0705,0.259,-12.969,0.027,117.191,0.231,0,4,41,0,1992-11-02,moderato,long
Winter,['Tori Amos'],342000.0,0.877,0.32,0.276,0.0,0.0966,-10.343,0.0301,79.269,0.231,1,6,34,0,1992-01-06,lento,long
Is You Is Or Is You Ain't (My Baby),['Louis Jordan'],198173.0,0.352,0.721,0.269,0.0,0.142,-14.902,0.0772,117.132,0.582,0,10,35,0,1992-01-01,moderato,medium
飄雪,['Priscilla Chan'],236960.0,0.77,0.609,0.351,0.0,0.151,-8.49,0.0247,72.019,0.376,1,0,44,0,1992-01-01,lento,medium
Carmelita (feat. Dwight Yoakam),"['Flaco Jimenez', 'Dwight Yoakam']",207533.0,0.677,0.572,0.547,1.84E-5,0.077,-7.999,0.0317,101.395,0.52,1,7,37,0,1992-07-10,moderato,medium
After the Laughter Comes Tears - Tearz Vocal,['Wu-Tang Clan'],197200.0,0.0567,0.912,0.372,0.01,0.11,-11.427,0.334,92.582,0.445,0,10,42,0,1992-12-14,moderato,medium
360 (What Goes Around),['Grand Puba'],241667.0,0.0634,0.945,0.364,0.0,0.0938,-12.81,0.164,102.39,0.852,1,7,38,1,1992-09-29,moderato,medium
Matame a Besos,['Los Tiranos Del Norte'],197825.0,0.394,0.727,0.394,4.77E-6,0.0822,-13.238,0.041,104.13,0.873,1,9,37,0,1992-01-01,moderato,medium
Computer God - 2008 Remaster,['Black Sabbath'],374227.0,0.0613,0.2,0.913,0.0089,0.137,-5.65,0.116,177.826,0.166,0,1,35,0,1992-01-01,presto,long
Welcome To the Ghetto,['Spice 1'],249640.0,0.00685,0.872,0.413,0.0505,0.0839,-13.99,0.178,101.224,0.307,0,6,36,1,1992-04-14,moderato,medium
Joking,['Indigo Girls'],214067.0,0.0945,0.539,0.831,0.0,0.0541,-3.656,0.0344,134.335,0.869,1,7,35,0,1992-06-03,presto,medium
Who Wrote Holden Caulfield?,['Green Day'],162667.0,0.0193,0.443,0.969,2.58E-5,0.1,-3.774,0.0945,103.524,0.625,1,8,37,0,1992-01-17,moderato,short
Beeswax,['Nirvana'],170160.0,0.00542,0.4,0.824,1.97E-5,0.0848,-9.277,0.0415,149.195,0.758,0,1,41,0,1992-01-01,presto,short
"\"Heffalumps and Woozles - From \"\"Winnie the Pooh and the Blustery Day\"\"/Soundtrack Version\"",['Disney Studio Chorus'],125480.0,0.341,0.897,0.404,1.65E-4,0.0798,-13.84,0.12,120.106,0.763,1,0,35,0,1992-01-01,presto,short
"Walkin' Blues - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",['Eric Clapton'],216800.0,0.742,0.598,0.219,0.0569,0.879,-15.048,0.0476,85.33,0.415,0,7,45,0,1992-08-25,lento,medium
The Biz Vs. The Nuge - Remastered 2009,"['Beastie Boys', 'Biz Markie']",33467.0,0.864,0.419,0.436,2.56E-6,0.805,-16.75,0.0356,131.231,0.476,1,4,38,0,1992-04-21,presto,short
Me Estoy Enamorando,['Jerry Rivera'],288360.0,0.38,0.802,0.477,1.56E-4,0.193,-11.586,0.0408,93.226,0.842,0,9,45,0,1992-05-19,moderato,medium
We Are the Music Makers,['Aphex Twin'],463520.0,0.398,0.723,0.574,0.942,0.135,-13.05,0.0644,102.981,0.558,1,11,43,0,1992-02-10,moderato,long
One Particular Harbour,['Jimmy Buffett'],337867.0,0.236,0.554,0.539,9.97E-5,0.278,-11.854,0.0406,94.14,0.803,1,4,34,0,1992-05-19,moderato,long
Ghetto Red Hot,['Super Cat'],232027.0,0.264,0.876,0.742,0.0,0.297,-5.358,0.329,97.754,0.895,0,11,41,0,1992-01-04,moderato,medium
Anything,['SWV'],168107.0,0.139,0.474,0.459,0.0,0.317,-13.887,0.0347,171.817,0.407,1,5,36,0,1992-10-27,presto,short
大海,['Zhang Yu Sheng'],278175.0,0.425,0.516,0.491,1.89E-5,0.231,-9.99,0.0307,86.118,0.279,1,10,48,0,1992-11-28,lento,medium
Topsy,['Count Basie'],194493.0,0.843,0.766,0.382,0.0041,0.141,-12.883,0.0366,97.747,0.733,0,7,41,0,1992-01-01,moderato,medium
G-Bop,['Kenny G'],245867.0,4.57E-4,0.593,0.462,0.696,0.0487,-14.032,0.191,202.155,0.806,0,5,42,0,1992-01-01,presto,medium
Old King,['Neil Young'],177000.0,0.371,0.534,0.43,0.00453,0.0458,-11.625,0.0314,168.231,0.875,1,7,41,0,1992-11-02,presto,short
Saint Behind the Glass,['Los Lobos'],197200.0,0.579,0.48,0.609,0.00633,0.142,-13.444,0.0318,152.238,0.961,1,0,37,0,1992-01-01,presto,medium
Don't Ever Leave Me,['Paul Anka'],148507.0,0.789,0.67,0.351,0.0,0.248,-11.803,0.0308,102.732,0.646,1,3,34,0,1992-01-17,moderato,short
En Donde Estés,['Grupo Libra'],216189.0,0.187,0.624,0.576,0.0,0.282,-5.392,0.0268,78.555,0.553,1,2,37,0,1992-02-25,lento,medium
The Doo-Bop Song,['Miles Davis'],297440.0,0.0137,0.669,0.783,0.00517,0.0704,-4.692,0.208,88.009,0.75,1,7,47,0,1992-06-26,lento,medium
Violencia en Los Angeles,['Pedro Rivera'],197484.0,0.985,0.489,0.44,0.0282,0.322,-6.424,0.216,205.653,0.968,1,3,38,0,1992-04-05,presto,medium
Hoy Quiero Confesar,"\"['Jose Alberto \"\"El Canario\"\"']\"",267693.0,0.513,0.52,0.477,4.63E-6,0.189,-15.773,0.0326,90.054,0.946,1,2,35,0,1992-01-01,moderato,medium
"Part Of Me, Part Of You",['Glenn Frey'],358000.0,0.0494,0.663,0.694,3.41E-5,0.0581,-8.333,0.0282,127.305,0.401,1,9,45,0,1992-01-01,presto,long
