name,artists,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,formatted_date,tempo_category,duration_category
"Sonata No. 3, Op. 46: II. Andante cantabile","['Dmitry Kabalevsky', 'Vladimir Horowitz']",285133.0,0.993,0.372,0.0945,0.941,0.189,-22.709,0.0317,59.217,0.0791,0,10,0,0,1928-01-01,lento,medium
"Nocturne F Minor, Op. 55, No. 1","['Frédéric Chopin', 'Vladimir Horowitz']",333907.0,0.99,0.337,0.0699,0.903,0.106,-23.806,0.0322,72.133,0.135,0,5,2,0,1928-01-01,lento,long
Timbero - Instrumental (Remasterizado),['Francisco Canaro'],174720.0,0.995,0.729,0.191,0.455,0.103,-15.313,0.108,112.565,0.902,0,4,0,0,1928-09-17,moderato,short
Chapter 3.4 - Zamek kaniowski,['Seweryn Goszczyński'],108800.0,0.826,0.726,0.249,0.0,0.173,-16.82,0.952,112.379,0.559,0,9,0,0,1928-01-01,moderato,short
Chapter 1.13 - Zamek kaniowski,['Seweryn Goszczyński'],109900.0,0.662,0.631,0.23,0.0,0.145,-19.213,0.959,83.401,0.595,0,1,0,0,1928-01-01,lento,short
Mariposa de Cabaret - Instrumental (Remasterizado),['Francisco Canaro'],169160.0,0.985,0.81,0.3,8.85E-4,0.13,-9.702,0.289,115.648,0.806,1,4,0,0,1928-09-25,moderato,short
"Mazurka in F Minor, Op. 7, No. 3","['Frédéric Chopin', 'Vladimir Horowitz']",138013.0,0.985,0.355,0.0452,0.825,0.153,-24.125,0.0329,84.551,0.276,1,1,2,0,1928-01-01,lento,short
Rumours,['Shungi Music Crew'],369721.0,0.461,0.733,0.613,0.951,0.122,-8.749,0.0383,123.019,0.26,1,7,0,0,1928-08-20,presto,long
"Danse macabre, S. 555 (after Camille Saint-Saens)","['Franz Liszt', 'Vladimir Horowitz']",491333.0,0.993,0.303,0.226,0.826,0.119,-21.483,0.0444,67.013,0.146,1,3,0,0,1928-01-01,lento,long
"Humoreske, Op. 20: Einfach","['Robert Schumann', 'Vladimir Horowitz']",118093.0,0.995,0.319,0.00217,0.937,0.0791,-36.905,0.0412,78.505,0.229,1,10,0,0,1928-01-01,lento,short
"Humoreske, Op. 20: Innig","['Robert Schumann', 'Vladimir Horowitz']",158973.0,0.992,0.468,0.0184,0.912,0.103,-27.785,0.0447,59.38,0.235,1,10,0,0,1928-01-01,lento,short
La Carreta - Remasterizado,['Ignacio Corsini'],168400.0,0.992,0.698,0.192,0.00577,0.243,-17.343,0.128,78.218,0.681,1,2,0,0,1928-05-14,lento,short
"Dentra, No Llores - Remasterizado","['Francisco Canaro', 'Charlo']",194000.0,0.993,0.836,0.207,0.522,0.321,-9.54,0.152,112.369,0.595,1,7,0,0,1928-10-03,moderato,medium
"Barcarolle, Op. 60","['Frédéric Chopin', 'Vladimir Horowitz']",519933.0,0.992,0.233,0.113,0.879,0.161,-18.276,0.0397,64.082,0.0642,1,1,0,0,1928-01-01,lento,long
I'd Rather Cry Over You,['Paul Whiteman'],161587.0,0.993,0.641,0.192,0.5,0.593,-15.905,0.04,106.052,0.704,1,3,0,0,1928-01-01,moderato,short
En un Pueblito de España - Remasterizado,"['Francisco Canaro', 'Charlo']",204867.0,0.995,0.461,0.195,0.886,0.0969,-15.059,0.0609,76.419,0.844,1,10,0,0,1928-09-21,lento,medium
"Sonata quasi Concerto, Op. 33, No. 3 in C: II. Adagio e cantabile, con espressione","['Muzio Clementi', 'Vladimir Horowitz']",351000.0,0.989,0.222,0.0113,0.954,0.0873,-33.218,0.043,74.04,0.0917,1,5,0,0,1928-01-01,lento,long
Caido del Cielo - Remasterizado,['Ignacio Corsini'],108573.0,0.991,0.431,0.315,0.883,0.108,-21.753,0.0464,65.735,0.711,0,11,0,0,1928-05-14,lento,short
"Chick, Chick, Chick, Chick, Chicken - Lay A Little Egg For Me",['Ted Weems & His Orchestra'],162147.0,0.991,0.839,0.37,0.0419,0.104,-11.602,0.08,115.063,0.976,1,2,1,0,1928-07-01,moderato,short
Triste Paica - Remasterizado,"['Francisco Canaro', 'Charlo']",175493.0,0.991,0.829,0.199,6.54E-6,0.119,-9.2,0.0619,116.214,0.681,0,10,0,0,1928-09-20,moderato,short
Piedad - Remasterizado,['Ignacio Corsini'],130813.0,0.99,0.709,0.148,0.0262,0.131,-18.933,0.0775,122.415,0.516,0,3,0,0,1928-05-14,presto,short
Country Blues #1,['Taj Mahal'],155893.0,0.872,0.571,0.204,0.779,0.197,-18.61,0.0328,129.289,0.0932,1,6,0,0,1928-01-01,presto,short
La Cabeza del Italiano - Instrumental (Remasterizado),['Francisco Canaro'],194413.0,0.991,0.808,0.215,0.524,0.0906,-12.205,0.0851,110.894,0.866,1,9,0,0,1928-09-17,moderato,medium
"Humoreske, Op. 20: Intermezzo","['Robert Schumann', 'Vladimir Horowitz']",163800.0,0.989,0.368,0.124,0.892,0.105,-21.742,0.0371,128.418,0.266,0,0,0,0,1928-01-01,presto,short
Chapter 2.23 - Zamek kaniowski,['Seweryn Goszczyński'],100700.0,0.732,0.72,0.286,0.0,0.292,-15.861,0.939,114.059,0.695,1,5,0,0,1928-01-01,moderato,short
"Rondo, No. 2","['Muzio Clementi', 'Vladimir Horowitz']",214667.0,0.991,0.317,0.0916,0.918,0.104,-30.682,0.0411,80.74,0.511,1,10,0,0,1928-01-01,lento,medium
Where's the Mate for Me?,['John Raitt'],122733.0,0.947,0.333,0.146,4.26E-4,0.265,-16.99,0.0353,75.372,0.234,1,2,2,0,1928-01-01,lento,short
Pájaro Azul - Instrumental (Remasterizado),['Francisco Canaro'],303493.0,0.986,0.613,0.187,0.804,0.111,-13.959,0.255,116.325,0.3,1,1,0,0,1928-09-21,moderato,long
It Was Only A Sun Shower,['Ted Weems & His Orchestra'],180147.0,0.977,0.757,0.49,0.043,0.0885,-9.198,0.035,105.734,0.836,1,10,0,0,1928-07-01,moderato,medium
"Andante spianato in E-Flat Major, Op. 22","['Frédéric Chopin', 'Vladimir Horowitz']",236493.0,0.974,0.188,0.0891,0.896,0.124,-25.936,0.0326,59.946,0.164,1,0,3,0,1928-01-01,lento,medium
Che Italiano - Instrumental (Remasterizado),['Francisco Canaro'],168413.0,0.989,0.858,0.249,8.79E-5,0.181,-8.897,0.224,115.858,0.611,1,2,0,0,1928-09-16,moderato,short
Chiquita,['Paul Whiteman'],201053.0,0.989,0.441,0.0454,0.0752,0.0801,-21.884,0.0463,133.475,0.194,1,7,0,0,1928-01-01,presto,medium
Destellos - Remasterizado,['Ignacio Corsini'],145973.0,0.996,0.675,0.127,0.0311,0.102,-21.612,0.226,129.587,0.516,1,3,0,0,1928-05-14,presto,short
"Piano Sonata in E-Flat Minor, Op. 26: II. Allegro vivace e leggero","['Samuel Barber', 'Vladimir Horowitz']",115627.0,0.987,0.242,0.149,0.877,0.134,-26.742,0.0369,88.188,0.279,1,0,0,0,1928-01-01,lento,short
"\"Étude in G-Flat Major, Op. 10, No. 5 \"\"Black Keys\"\"\"","['Frédéric Chopin', 'Vladimir Horowitz']",104013.0,0.99,0.444,0.0431,0.889,0.124,-26.77,0.041,106.062,0.404,1,1,1,0,1928-01-01,moderato,short
Chapter 2.16 - Zamek kaniowski,['Seweryn Goszczyński'],107800.0,0.725,0.791,0.234,0.0,0.152,-17.951,0.947,37.596,0.705,1,8,0,0,1928-01-01,lento,short
"Piano Sonata No. 2, Op. 35: I. Grave - Doppio movimento","['Frédéric Chopin', 'Vladimir Horowitz']",473227.0,0.99,0.272,0.281,0.867,0.087,-16.228,0.0365,99.27,0.0775,0,10,0,0,1928-01-01,moderato,long
Always - Remasterizado,"['Francisco Canaro', 'Charlo']",204000.0,0.993,0.466,0.161,0.764,0.118,-13.007,0.0576,75.24,0.447,0,6,0,0,1928-09-25,lento,medium
"Nocturne in E Minor, Op. 72, No. 1","['Frédéric Chopin', 'Vladimir Horowitz']",254107.0,0.989,0.28,0.0463,0.873,0.0743,-19.78,0.0347,100.131,0.0722,1,11,1,0,1928-01-01,moderato,medium
"Sonata No. 3, Op. 14: III: Variation II","['Robert Schumann', 'Vladimir Horowitz']",94307.0,0.995,0.389,0.263,0.914,0.128,-15.034,0.0354,73.981,0.188,0,5,0,0,1928-01-01,lento,short
Reaching for Someone (And Not Finding Anyone There),['Paul Whiteman'],202173.0,0.993,0.523,0.0867,0.124,0.14,-17.528,0.0707,161.687,0.697,1,10,1,0,1928-01-01,presto,medium
Midnight Hour Blues,['Leroy Carr'],184840.0,0.918,0.754,0.194,4.34E-5,0.188,-11.634,0.053,84.042,0.454,1,3,1,0,1928-01-01,lento,medium
"Polonaise-Fantaisie in A-Flat Major, Op. 61","['Frédéric Chopin', 'Vladimir Horowitz']",785427.0,0.992,0.301,0.0823,0.852,0.087,-23.282,0.0382,137.296,0.0548,1,1,0,0,1928-01-01,presto,long
"Nocturne in C-Sharp Minor, Op. 27, No. 1 - 2001 Remastered","['Frédéric Chopin', 'Vladimir Horowitz']",318267.0,0.993,0.409,0.0224,0.908,0.13,-18.234,0.0441,126.458,0.0655,1,1,1,0,1928-01-01,presto,long
"Preludes: Op. 59, No. 2","['Alexander Scriabin', 'Vladimir Horowitz']",97627.0,0.995,0.411,0.211,0.876,0.106,-16.423,0.0489,79.812,0.119,0,2,0,0,1928-01-01,lento,short
"Sonata No. 3, Op. 46: I. Allegro con moto","['Dmitry Kabalevsky', 'Vladimir Horowitz']",350373.0,0.992,0.266,0.242,0.915,0.154,-19.283,0.0314,86.437,0.114,0,10,0,0,1928-01-01,lento,long
Chapter 3.14 - Zamek kaniowski,['Seweryn Goszczyński'],110200.0,0.777,0.748,0.295,0.0,0.122,-16.945,0.94,114.431,0.717,1,9,0,0,1928-01-01,moderato,short
¿Te Acuerdas Mamita? - Instrumental (Remasterizado),['Francisco Canaro'],160000.0,0.994,0.79,0.171,0.0562,0.116,-13.993,0.221,121.646,0.856,1,5,0,0,1928-09-20,presto,short
Quema Esas Cartas - Remasterizado,['Ignacio Corsini'],136160.0,0.995,0.579,0.33,0.94,0.108,-20.558,0.055,134.545,0.89,1,1,0,0,1928-05-14,presto,short
"Sonata No. 3, Op. 14: III: Variation III","['Robert Schumann', 'Vladimir Horowitz']",76960.0,0.995,0.316,0.191,0.914,0.101,-16.249,0.0389,109.331,0.18,0,10,0,0,1928-01-01,moderato,short
"Nocturne F Minor, Op. 55, No. 1","['Frédéric Chopin', 'Vladimir Horowitz']",340973.0,0.991,0.245,0.0577,0.882,0.0704,-24.98,0.0328,74.004,0.105,0,5,0,0,1928-01-01,lento,long
Tu Disfraz - Remasterizado,"['Francisco Canaro', 'Charlo']",161000.0,0.992,0.78,0.238,0.0355,0.108,-13.552,0.209,121.064,0.844,0,3,0,0,1928-09-20,presto,short
Ayva Çiçek Açmış,['Hikmet Rıza Hanım'],159496.0,0.995,0.449,0.169,0.832,0.0999,-12.993,0.0497,66.372,0.413,0,7,0,0,1928-05-11,lento,short
Emoción - Instrumental (Remasterizado),['Francisco Canaro'],184000.0,0.993,0.766,0.203,0.169,0.147,-10.142,0.0728,116.415,0.692,0,2,0,0,1928-09-25,moderato,medium
Cualquier Cosa - Remasterizado,['Ignacio Corsini'],135507.0,0.995,0.599,0.137,0.305,0.132,-22.342,0.161,137.384,0.687,0,5,0,0,1928-05-14,presto,short
Pobre Gaucho - Remasterizado,"['Francisco Canaro', 'Charlo']",170000.0,0.994,0.615,0.205,0.913,0.113,-13.837,0.0618,58.299,0.752,1,2,0,0,1928-10-03,lento,short
"Sonata No. 3, Op. 23 in F-Sharp Minor: III. Andante","['Alexander Scriabin', 'Vladimir Horowitz']",288907.0,0.996,0.278,0.0049,0.932,0.0954,-31.442,0.0407,81.033,0.0606,1,11,0,0,1928-01-01,lento,medium
"Preludes: Op. 11, No. 3 in G","['Alexander Scriabin', 'Vladimir Horowitz']",48627.0,0.996,0.393,0.0545,0.829,0.328,-27.582,0.0366,70.495,0.374,1,7,0,0,1928-01-01,lento,short
Trip to Limpopo,['Shungi Music Crew'],388115.0,0.105,0.699,0.838,0.909,0.128,-12.106,0.0462,123.993,0.481,1,7,0,0,1928-08-20,presto,long
Óia o Sapo,['Elsie Houston'],117362.0,0.981,0.78,0.55,0.122,0.165,-11.096,0.396,83.383,0.847,0,4,0,0,1930-12-31,lento,short
Cobardia - Remasterizado,['Ignacio Corsini'],168653.0,0.991,0.545,0.133,0.444,0.115,-20.53,0.127,185.062,0.691,0,7,0,0,1930-06-21,presto,short
Asuero - Instrumental (Remasterizado),['Francisco Canaro'],186000.0,0.995,0.746,0.159,0.819,0.109,-15.106,0.189,120.084,0.88,1,8,0,0,1930-11-20,presto,medium
Μπεστενγκιάρ μανές,['Αντώνης Νταλγκάς'],200693.0,0.981,0.273,0.0958,0.00109,0.637,-20.217,0.0465,86.281,0.18,1,1,0,0,1930-01-01,lento,medium
O milonas,['Stellakis Perpiniadis'],188120.0,0.982,0.503,0.46,0.78,0.157,-9.289,0.0454,79.269,0.909,0,9,0,0,1930-01-01,lento,medium
Θεοδωράκης Γρίβας,['Αντώνης Διαμαντίδης'],165520.0,0.989,0.414,0.229,6.7E-4,0.121,-10.564,0.0587,74.796,0.325,1,7,0,0,1930-01-01,lento,short
Xipna Pouli Mou To Proi,"['S. Loukopoulos', 'Klarino G. Anestopoulos', 'Klarino KOstas Giaouzos', 'Klarinos Nikos Karakostas']",204840.0,0.992,0.368,0.263,0.89,0.288,-16.263,0.0476,101.447,0.312,1,9,0,0,1930-01-01,moderato,medium
Kenouria Logia,['Paradosiako I. KIriakatis'],178154.0,0.996,0.342,0.308,0.903,0.14,-13.483,0.0564,74.733,0.949,1,0,0,0,1930-01-01,lento,short
Kiembeli,['Moune De Rivel'],169509.0,0.951,0.69,0.714,3.48E-4,0.234,-15.857,0.0747,116.188,0.804,0,0,2,0,1930-01-01,moderato,short
Matia glika kai galana,['Dimitris Gkogkos'],194880.0,0.994,0.552,0.275,0.829,0.11,-12.746,0.0599,117.057,0.544,0,11,0,0,1930-01-01,moderato,medium
Kalikie,['Giorgos Papasideris'],185307.0,0.962,0.32,0.529,0.392,0.117,-7.449,0.0474,79.649,0.858,1,9,0,0,1930-01-01,lento,medium
San Oneiro,"['Petros Epitropakis', 'Antonis Kalampousis']",211399.0,0.994,0.144,0.331,0.88,0.145,-13.406,0.0428,71.956,0.164,0,4,0,0,1930-01-01,lento,medium
Purple Daze,['Cellular Project'],192332.0,0.29,0.344,0.857,0.874,0.125,-5.441,0.0507,140.669,0.158,1,3,0,0,1930-01-01,presto,medium
Cascabeles - Remasterizado,"['Francisco Canaro', 'Luis Diaz']",207493.0,0.971,0.807,0.202,0.161,0.0561,-13.675,0.184,115.364,0.886,1,6,0,0,1930-12-03,moderato,medium
Cantando Bajo la Lluvia - Remasterizado,"['Francisco Canaro', 'Charlo']",185507.0,0.989,0.445,0.288,0.758,0.111,-8.925,0.0699,205.423,0.697,1,2,0,0,1930-11-12,presto,medium
Kovo Mia Klara,['Sotiris Stasinopoulos'],271560.0,0.996,0.269,0.319,0.882,0.196,-16.218,0.0514,75.833,0.447,1,7,0,0,1930-01-01,lento,medium
Pagkratiotissa mou,['Nota Kaleli'],30000.0,0.971,0.74,0.508,0.946,0.134,-11.353,0.063,76.43,0.967,1,2,0,0,1930-01-01,lento,short
My Funny Valentine,['Robert Francis'],137090.0,0.87,0.353,0.0785,2.21E-6,0.112,-18.434,0.0376,70.535,0.261,0,0,2,0,1930-01-01,lento,short
A Lo Lejos - Remasterizado,"['Francisco Canaro', 'Roberto Maida']",174493.0,0.99,0.518,0.462,0.85,0.157,-9.632,0.377,178.88,0.696,0,4,0,0,1930-12-03,presto,short
Edward the VIII,['The Caresser'],189571.0,0.991,0.574,0.372,1.29E-4,0.877,-9.888,0.0592,88.836,0.874,0,4,1,0,1930-01-01,lento,medium
Skliri Kardia,['Soula Karagiorgi'],182733.0,0.991,0.358,0.35,0.0387,0.348,-13.585,0.0392,113.337,0.305,1,2,0,0,1930-01-01,moderato,medium
Loda,['The Merlons'],128707.0,0.779,0.427,0.531,0.978,0.145,-16.675,0.0325,110.993,0.353,1,0,0,0,1930-01-01,moderato,short
Clavel del Aire - Remasterizado,"['Francisco Canaro', 'Charlo', 'Angel Ramos']",202000.0,0.994,0.6,0.174,0.805,0.173,-9.047,0.0449,118.107,0.594,1,4,0,0,1930-11-13,moderato,medium
Το καλογεράκι,['Κώστας Δούσιας'],240160.0,0.977,0.611,0.38,1.92E-4,0.117,-16.791,0.0586,147.909,0.654,1,10,0,0,1930-01-01,presto,medium
Kanella kanellitsa mou,['Miltiadis Kazis'],253121.0,0.996,0.401,0.354,0.0123,0.248,-8.238,0.0387,113.026,0.797,1,2,0,0,1930-01-01,moderato,medium
Que se vaya,['Carlos Gardel'],165200.0,0.984,0.711,0.256,0.00756,0.084,-11.731,0.0789,114.151,0.603,1,11,2,0,1930-08-18,moderato,short
Ay! Cipriano,['Raquel Meller'],157246.0,0.983,0.728,0.159,4.23E-4,0.115,-10.325,0.475,122.18,0.65,1,2,1,0,1930-01-01,presto,short
Bungo,"\"[\"\"Sam Manning's and His Cole Jazz Orchestra\"\"]\"",173333.0,0.995,0.664,0.283,0.874,0.109,-18.301,0.0807,99.506,0.688,0,8,0,0,1930-01-01,moderato,short
Fore Day in the Morning,['The Four Deuces'],132400.0,0.821,0.627,0.795,0.0,0.105,-0.395,0.136,100.715,0.975,1,7,0,0,1930-01-01,moderato,short
Como El Rocha,"['Banda del Regimiento Pérez 3 de Infantería', 'Adrián Patiño']",184086.0,0.941,0.629,0.714,0.97,0.284,-9.104,0.0361,126.95,0.965,1,7,0,0,1930-01-01,presto,medium
The Nest,['Shiny Gnomes'],224360.0,0.00142,0.45,0.873,1.47E-4,0.323,-6.885,0.0507,132.04,0.505,1,7,0,0,1930-01-01,presto,medium
Mparmpa Giannis Kanatas,"['Petros Epitropakis', 'Elvira Nte Ntalgko']",187294.0,0.944,0.433,0.458,0.00186,0.0641,-10.689,0.0585,65.672,0.716,1,5,0,0,1930-01-01,lento,medium
Esclavas blancas,['Carlos Gardel'],140573.0,0.971,0.72,0.236,0.00119,0.0376,-14.263,0.121,128.107,0.69,0,2,1,0,1930-08-18,presto,short
Argitiko,['Paradosiako'],208704.0,0.993,0.308,0.317,0.934,0.109,-12.646,0.0451,87.108,0.915,0,2,0,0,1930-01-01,lento,medium
Nunca Jamás - Remasterizado,"['Francisco Canaro', 'Charlo']",204000.0,0.992,0.373,0.239,0.848,0.179,-9.449,0.079,83.856,0.589,1,4,0,0,1930-11-13,lento,medium
To Tragoudi Tou Kolokotroni,['Ioannis Panagiotopoulos'],192347.0,0.936,0.594,0.54,0.879,0.242,-10.699,0.0507,108.376,0.772,0,8,0,0,1930-01-01,moderato,medium
Cholita Paceña (Cueca),['Los Peregrinos'],175882.0,0.982,0.453,0.446,0.0467,0.463,-9.89,0.036,118.377,0.64,0,0,0,0,1930-01-01,moderato,short
Me Doxa Na Girisis,['Giorgos Papasideris'],182733.0,0.994,0.429,0.214,0.941,0.111,-14.994,0.0626,77.289,0.716,0,3,0,0,1930-01-01,lento,medium
